premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
"Kupita mraba huo ni mitaa ya nyuma ya Laleli, mahali pa kutafuta nguo za bei nafuu.","Ukienda kwenye duka la nguo sahihi, utapata kwamba nguo ni bei nafuu kule Laleli.",1,neutral,"The man was found in a field near Laleli, where he had been buried and his body had decomposed.","When you are in a store that sells clothes, you will find that the clothes are cheap and of good quality.",contradiction,kontradiksi,contradiction,"The man was found in a field near Laleli, where he had been buried and his body had decomposed.","When you are in a store that sells clothes, you will find that the clothes are cheap and of good quality.",contradiction,3.743030071258545,
"Mbali na lexicon, sarufi - hasa sintaksi - imebadilika kiasi fulani, pia, ingawa tena sio kuwa haijulikani kwa msomaji wastani wa kisasa.",Sarufi imebadilika lakini sio sana.,0,entailment,"The grammar and syntax of a language are its vocabulary, and also, in some way, its pronunciation.","I am sorry, but I don't understand you.",contradiction,kontradiksi,contradiction,"The grammar and syntax of a language are its vocabulary, and also, in some way, its pronunciation.","I am sorry, but I don't understand you.",contradiction,2.6957952976226807,
"Hitimisho kuu ya kuteka kwenye majaribio yetu ni kwamba mawakala wa kujitegemea kuunganisha na 'autocatalytic' moja au zaidi  na mizunguko ya kazi ni kamilifu, kama si jipya, aina ya kutofautiana, mchanganyisho uliofunguka wa kemikali.",Tunaweza kutekeleza hitimisho kutoka kwenye maigo tuliyofanya kwenye kompyuta.,1,neutral,"The way our bodies are designed is so that they can self-regulate and maintain homeostasis by using one or more of the mechanisms mentioned above. For example, when we eat too much salt, our kidneys excrete it out of our body.",You can save a copy of your work on your computer.,contradiction,kontradiksi,contradiction,"The way our bodies are designed is so that they can self-regulate and maintain homeostasis by using one or more of the mechanisms mentioned above. For example, when we eat too much salt, our kidneys excrete it out of our body.",You can save a copy of your work on your computer.,contradiction,4.338381767272949,
"Kwa kusikia uhalisi wa Ureno wa zamani, ingilia kwenye ukumbi mzuri unaopendeza wa Leal Senado (jengo la Loyal Senate), mfano mzuri wa usanifu wa kikoloni.",Jengo la Seneti la Uaminifu ni nzuri.,0,entailment,"During the reign of King Renio, in the year 1790, he was elected as a member of the Loyal Senate and served for many years. He was a good man who lived a long life.",The language of Seneti is good.,contradiction,kontradikasheni,contradiction,"During the reign of King Renio, in the year 1790, he was elected as a member of the Loyal Senate and served for many years. He was a good man who lived a long life.",The language of Seneti is good.,contradiction,3.3023934364318848,
"Idara moja ilinuia kutekeleza utaratibu wa wafanyakazi wake kuchukua safari inayowaruhusu wasafiri, pasi dhibiti fulani, kupeana tu idadi yote ya matumizi ya pesa iliyo dola za Marekani 75 au chini.",Ujumbe huo haukukaribishwa ni,1,neutral,"One of these companies is organizing a safari for its employees to visit the US, and it will pay for their travel expenses up to $75 or less.",The meeting is being held in,neutral,Kufanya kukuza,neutral,"One of these companies is organizing a safari for its employees to visit the US, and it will pay for their travel expenses up to $75 or less.",The meeting is being held in,neutral,2.9258415699005127,
"Niko na vijana wawili, mmoja wa umri wa miaka kumi na miwili na uyo mwingine miaka kumi na sita.",Mimi pia nina binti aliye mdogo kuliko wavulana.,1,neutral,"I have one son and two daughters, one is 5 years old and the other is 7 years old.",My father's name is Ali and my mother's name is Wavalana.,contradiction,kontradikasheni,contradiction,"I have one son and two daughters, one is 5 years old and the other is 7 years old.",My father's name is Ali and my mother's name is Wavalana.,contradiction,2.814061403274536,
Marafiki hufanya kazi katika viwango viwili - Marafiki wa Jiji na Marafiki wa Tawi - na unaweza kuwa na kazi kwa moja au ngazi zote mbili.,"Hatuwezi tenganisha viwango vya marafiki, kila mtu ni sawa.",2,contradiction,Friends do work in pairs - a friend of the day and a friend of the night - and they can do work for one or two days.,"You can't deny your friends' feelings, everyone is equal.",contradiction,kontradikasheni,contradiction,Friends do work in pairs - a friend of the day and a friend of the night - and they can do work for one or two days.,"You can't deny your friends' feelings, everyone is equal.",contradiction,3.1965014934539795,
"Nataka kusema ya kwamba hakuwa na hatari yoyote ya kuingia na bomu kwa sababu haiwezi kulipuka, licha ya vile ingeanguka kwenye ardhi.",Kulikuwa na hatari kubwa ya kulipuka bomu.,2,contradiction,I don't want to be a burden on you because I can't walk and I'm not able to work in the field.,I was afraid of losing my job.,neutral,Kufanya kukuza,neutral,I don't want to be a burden on you because I can't walk and I'm not able to work in the field.,I was afraid of losing my job.,neutral,2.6205544471740723,
Mtazamo wetu wa awali unaashiria kuwa utendaji wa ripoti za GPRA zinawezakuwa za maana kama,Faida ya ripoti za GPRA zinaweza kuongezwa,0,entailment,Our first concern is that the report of the GPRA does not reflect the reality on the ground.,Benefits of GPRA report can be summarized,contradiction,kontradiksi,contradiction,Our first concern is that the report of the GPRA does not reflect the reality on the ground.,Benefits of GPRA report can be summarized,contradiction,2.1548116207122803,
"Ninakuhakikishia, bwana, kwamba nilikuwa na taarifa kamili ya wote.",Ilikuwa kifo cha mpekuzi nilichopata ujumbe kuhusu.,1,neutral,"I beg you, sir, that I may be allowed to speak freely.",It was a matter of life and death.,contradiction,kontradiksi,contradiction,"I beg you, sir, that I may be allowed to speak freely.",It was a matter of life and death.,contradiction,2.044421672821045,
Alizaliwa kipindi cha mwaka wa 1988-1989 hivi nikidhani.,Hakuzaliwa hadi mwaka wa 1984.,2,contradiction,I was born in 1988-1989.,He was born in 1984.,contradiction,kontradiksi,contradiction,I was born in 1988-1989.,He was born in 1984.,contradiction,2.0673940181732178,
"H. H. Richardson na mwanafunzi wake Charles Follen McKim walikuwa waandishi, ikiwemo wasaidizai wa McKim,John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare na Thomas Hastings wote walikuwa wajumbe.",0,entailment,"H. H. Richardson and his students Charles Follen McKim were architects, as well as McKim, John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings wrote that it was a landmark.",contradiction,kontradikta,contradiction,"H. H. Richardson and his students Charles Follen McKim were architects, as well as McKim, John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings wrote that it was a landmark.",contradiction,3.51704740524292,
"wanaume, mimi ni wa bure, mtu mmoja aliingia na kumchoma mkewe wa zamani kisu na kumuua kwa sababu alikuwa amelala na mwanaume mwingine, namaanisha mke wa zamani, unajua tunazungumza na",Mume mmoja alimwua mke wake wa zamani kwa kulala na mtu mwingine baada ya kufunguliwa kutokana na kifungo cha awali.,0,entailment,"Men, I am a virgin, one man took me and fucked me because he was bored and his wife was away, but now that he has left me for another woman, you know I can talk with you.",One of my friends was married to a man who had been living with another woman before they got married.,contradiction,kontradikasheni,contradiction,"Men, I am a virgin, one man took me and fucked me because he was bored and his wife was away, but now that he has left me for another woman, you know I can talk with you.",One of my friends was married to a man who had been living with another woman before they got married.,contradiction,4.379862308502197,
"Na nilikuwa nimeweka, milango mitano nje ya U2's.",Nilifanya kazi na vikosi vya U2  kila siku kwa miaka arobaini.,1,neutral,I was listening to U2's album.,U2 made history with every single song in their first album.,contradiction,kontradikasheni,contradiction,I was listening to U2's album.,U2 made history with every single song in their first album.,contradiction,2.0545480251312256,
"Napoleon alishambulia na kuharibu hekalu takatifu la Catalonia, nyumba ya monasteri huko Montserrat.",Napoleon alikua mwajibikaji kwa uaribifu wa monastery kwa Montserrat.,0,entailment,"Napoleon visited and toured the Catalan countryside, including the monastery at Montserrat.",Napoleon was a monk at the monastery of Montserrat.,contradiction,kontradikasheni,contradiction,"Napoleon visited and toured the Catalan countryside, including the monastery at Montserrat.",Napoleon was a monk at the monastery of Montserrat.,contradiction,2.2544429302215576,
Ninaona vizuri na napenda hali ya anga,Mwenyewe naipenda burudani hiyo.,0,entailment,I like your style and personality.,I like your shoes.,contradiction,kontradikasheni,contradiction,I like your style and personality.,I like your shoes.,contradiction,1.5089125633239746,
Mimi daima nitashukuru.,Nina furaha sana na shukrani kwa yale umetenda leo.,1,neutral,I am always grateful.,I am very happy and grateful for all that you do for me.,neutral,Kufanya kwa msingi,neutral,I am always grateful.,I am very happy and grateful for all that you do for me.,neutral,1.732193946838379,
"Ni, bila shaka, badala ya kudhani kwamba kuna kutokuwa na uhakika wa kiasi katika sheria, lakini haionekani kuwa haiwezekani.",Haiwezekani kudhani kuwa kuna kutokuwa na uhakika wa kiasi katika sheria.,0,entailment,"In case of doubt, instead of asking for a legal opinion, it is better to ask for an opinion from someone who has knowledge of the law, but not necessarily a lawyer.",How can I be sure that what you are telling me is true?,neutral,Kufanya kukuza,neutral,"In case of doubt, instead of asking for a legal opinion, it is better to ask for an opinion from someone who has knowledge of the law, but not necessarily a lawyer.",How can I be sure that what you are telling me is true?,neutral,3.3925344944000244,
Mengi yanasababaishwa na kwamba mama mzazi ni mlevi wa dawa za kulevya.,Mama zao ni waraibu wa midadharati.,1,neutral,The mother of a child who is sick with malaria should be given treatment for malaria.,The mother of a child is a wonder in mid-age.,contradiction,kontradikasheni,contradiction,The mother of a child who is sick with malaria should be given treatment for malaria.,The mother of a child is a wonder in mid-age.,contradiction,2.5498530864715576,
"Ili kuzuia sura ya ushoga kama jambo mbaya, Clinton na Birch wamewalimbikizia mashoga sifa za kiraia .",Clinton na Birch ni mashoga.,1,neutral,Clinton and Birch had a fight over the house. They were fighting over the land title.,Clinton and Birch are married.,contradiction,kontradiksi,contradiction,Clinton and Birch had a fight over the house. They were fighting over the land title.,Clinton and Birch are married.,contradiction,1.931015968322754,
"Kisha nikiipata na ninaona ni vyema, nitafanya nini na hilo?",Sijui nilivyopaswa kutumia kifaa hicho.,1,neutral,"If you see a good thing and don't take it, what do you call yourself?",I didn't like using that method.,contradiction,kontradiksi,contradiction,"If you see a good thing and don't take it, what do you call yourself?",I didn't like using that method.,contradiction,2.1687827110290527,
Samuel Sheinbein atatumikia hukumu ya mauaji nchini Israeli.,Samuel Sheinbein atahudumu hukumu ya mauaji huko Canada.,2,contradiction,Samuel Sheinbein was sentenced to life in prison in Israel.,Samuel Sheinbein was sentenced to life in prison without parole in Canada.,contradiction,kontradiksi,contradiction,Samuel Sheinbein was sentenced to life in prison in Israel.,Samuel Sheinbein was sentenced to life in prison without parole in Canada.,contradiction,2.123612642288208,
"(Imesemekana, sio kwa yote kimchezo, kwamba ikiwa Kijapani walihitaji kulipa ada ya leseni kwa kila neno la Kiingereza ambalo walitumia, ziada yao ya biashara ingeangamia.)",Nomino hua zinatumika sana kubadisha kwenda kwa lugha zingine.,1,neutral,"(It's not just that, but also because it is in all languages that we speak, so that if you say ""Kijapani"" they will understand you by saying ""leseni"", which means ""good morning"" in English. And more than that, they are very good at business.)",I'm very interested in learning another language.,neutral,Kufanya kukuza,neutral,"(It's not just that, but also because it is in all languages that we speak, so that if you say ""Kijapani"" they will understand you by saying ""leseni"", which means ""good morning"" in English. And more than that, they are very good at business.)",I'm very interested in learning another language.,neutral,5.116430044174194,
