id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_q_translation_output,raw_c_translation_output,raw_en_qa_output,raw_a_backtranslation_output,error_message,runtime_sec
sw-validation-493,"Je,Hoteli ya Fairmont Royal York ilizinduliwa lini?","Ilifunguliwa tarehe 11 Juni 1929, mipango ya Royal York ilichorwa na kupangwa na wataalamu wa kazi hiyo Ross na Macdonald(pamoja na Sproatt na Rolph) na ikajengwa na shirika la reli la Canadian Pacific Railway karibu na stesheni ya Union Station. Likiwa ma magorofa 28, jengo hilo lenye muundo wa Château lilikuwa jengo kubwa kabisa katika ufalme wa Uingereza mpaka walipojenga mnara wa Benki ya Kanada jijini Toronto kwenye barabara ya King Street.",['11 Juni 1929'],Are you staying at the Fairmont Royal York Hotel?,"It was on June 11, 1929 that the Royal York was opened and dedicated by the then-Governor General of Canada, Lord Byng, along with Ross Macdonald (along with Sproatt and Rolph) and the Canadian Pacific Railway's religious society, at the Union Station's entrance. At the time, it was a 28-year-old man who had just arrived from Château, a large estate in England, until he was appointed as the President of the Canadian National Bank in Toronto, located in King Street West.",I don't know,Sijui.,,,,Are you staying at the Fairmont Royal York Hotel?,"It was on June 11, 1929 that the Royal York was opened and dedicated by the then-Governor General of Canada, Lord Byng, along with Ross Macdonald (along with Sproatt and Rolph) and the Canadian Pacific Railway's religious society, at the Union Station's entrance. At the time, it was a 28-year-old man who had just arrived from Château, a large estate in England, until he was appointed as the President of the Canadian National Bank in Toronto, located in King Street West.",I don't know,"""Sijui.""",,3.931144952774048
sw-validation-72,"Je,mkoa wa Morogoro ina idadi ya watu wangapi?","Eneo lake ni km² 72 939, ambapo kuna wakazi 2,218,492 (mwaka 2012). Hivyo Morogoro ni kati ya mikoa mikubwa zaidi ya Tanzania. ","['2,218,492']",How many people are there in the Morogoro region?,"Morogoro region is 72,939 square kilometers, with a population of 2,218,492 (2012). It is one of the most densely populated regions in Tanzania.",Yes,Ndiyo,,,,How many people are there in the Morogoro region?,"Morogoro region is 72,939 square kilometers, with a population of 2,218,492 (2012). It is one of the most densely populated regions in Tanzania.",Yes,Ndiyo,,1.9350521564483643
sw-validation-63,Sehemu ya juu ya nyumba huitwaje?,Nyumba huwa na ukuta na paa. Kila nyumba inahitaji mlango; kama nyumba ni ndogo mlango huu unaweza kutosheleza pia mahitaji ya mwanga. Nyumba nyingi huwa pia na madirisha kwa kuingiza nuru na hewa. ,['paa'],How many bedrooms does your house have?,"The house has a roof and walls. Every house needs a foundation; if the house is small, the foundation can also be small. Some houses also have a floor plan and a design.",I don't know,Sijui,,,,How many bedrooms does your house have?,"The house has a roof and walls. Every house needs a foundation; if the house is small, the foundation can also be small. Some houses also have a floor plan and a design.",I don't know,"""Sijui""",,1.7407941818237305
sw-validation-93,"Je,nani mwanzilishi wa mashindano ya WWE?","Ubingwa wa WWE ulianzishwa mwaka 1963 huku Rogers Buddy akiwa bingwa wa uzinduzi 29 Aprili. Hata hivyo, asili yake inahusishwa na matukio ambayo yaliyoanzia Wrestling National Alliance (NWA), daraja dotterbolag mbalimbali. Katika miaka ya 1950, Capitol Wrestling Corporation (CWC) ilikuwa kampuni ndogo inayomilikiwa na NWA na mpaka mwaka 1963, viongozi wa CWC walikuwa wanamiliki sehemu kubwa ya NWA na wakati huohuo katika bodi ya wakurugenzi ya NWA. Wakati huo, Buddy Rogers alikuwa anashikilia ubingwa wa dunia wa uzito wa juu wa NWA, taji la dunia la NWA pamoja na kampuni zake ndogondogo, mpaka 24 Januari, wakati amalishindwa Lou Thesz Rogers kwa championship. Hatimaye CWC ilijitoa kutoka NWA na ikawa World Wide Wrestling Federation (WWWF). Hivyo ubingwa wa dunia wa uzito wa juu wa WWWF  ulianzishwa ukiwa kama kama akiwa mwibuko kutoka taji la NWA. Utambulisho wa taji alipatiwa Buddy Rogers tarehe 29 Aprili kufuatia michuano iliyokuwa na utata iliyofanyika katika Rio de Janeiro, na kumshinda Antonino Rocca katika fainali. Ikishirikiana na NWA tena, WWWF ilibadilishwa jina na kuwa World Wrestling Federation (WWF) mwaka 1979, na baada ya kumaliza kabisa uhusiano wake na NWA mnamo mwaka 1983, ubingwa ukawa unajulikana kama WWF World Heavyweight Championship  na baadaye tu kama WWF Bingwa  mnamo miaka ya 1990.",['Rogers Buddy'],Who are the wrestlers in the WWE?,"The WWE title was held by Rogers Buddy from 1963 until his death on April 29, 1963. Despite this, his legacy was preserved by the Wrestling National Alliance (NWA) and the dotterbolag mbalimbali rank. During the 1950s, the Capitol Wrestling Corporation (CWC) was a subsidiary of the NWA and owned until 1963, the executives of the CWC were the owners of the main NWA rank and at the time of their involvement in the body of the NWA wrestlers. At that time, Buddy Rogers was the champion of the NWA world title, alongside the NWA rank and other companies, until January 24, when he was defeated by Lou Thesz Rogers for the championship. The CWC then withdrew from the NWA and formed the World Wide Wrestling Federation (WWWF). The WWWF world title was held by Buddy Rogers upon his death on April 29, as it was a continuation of the NWA title. The title of the champion was won by Buddy Rogers on April",No,Kukuza,,,,Who are the wrestlers in the WWE?,"The WWE title was held by Rogers Buddy from 1963 until his death on April 29, 1963. Despite this, his legacy was preserved by the Wrestling National Alliance (NWA) and the dotterbolag mbalimbali rank. During the 1950s, the Capitol Wrestling Corporation (CWC) was a subsidiary of the NWA and owned until 1963, the executives of the CWC were the owners of the main NWA rank and at the time of their involvement in the body of the NWA wrestlers. At that time, Buddy Rogers was the champion of the NWA world title, alongside the NWA rank and other companies, until January 24, when he was defeated by Lou Thesz Rogers for the championship. The CWC then withdrew from the NWA and formed the World Wide Wrestling Federation (WWWF). The WWWF world title was held by Buddy Rogers upon his death on April 29, as it was a continuation of the NWA title. The title of the champion was won by Buddy Rogers on April ",No,Kukuza,,7.0044944286346436
sw-validation-370,Emmaus Shule ya Biblia iko sehemu gani?,Dodoma kuna makao makuu ya Kanisa la Biblia Publishers pamoja na Emmaus Shule ya Biblia.,['Dodoma'],Where is Emmaus Bible School?,Dodoma is situated in the Bible Publishers and Emmaus Bible School area.,Yes,Ndiyo,,,,Where is Emmaus Bible School?,Dodoma is situated in the Bible Publishers and Emmaus Bible School area.,Yes,Ndiyo,,0.8745810985565186
sw-validation-482,"Je,inchi ya Iceland ina idadi ya watu wangapi?","Eneo lake ni km² 103,000 lakini idadi ya watu ni laki tatu pekee. ",['laki tatu'],How many people are there in Iceland?,"Lake Victoria is 103,000 square kilometres in size, but its population is only three million.",I don't know,Sijui.,,,,How many people are there in Iceland?,"Lake Victoria is 103,000 square kilometres in size, but its population is only three million.",I don't know,"""Sijui.""",,1.3273227214813232
sw-validation-77,Philip Emeagwali alizaliwa mwaka upi?,"Philip Emeagwali  (amezaliwa 23 Agosti 1954) ni mhandisi ,Igbo kutoka Nigeria na mwanasayansi wa kompyuta/ Mwanajiolojia ambaye alikuwa mmoja wa washindi wawili wa Tuzo la mwaka wa 1989 la Gordon Bell, zawadi kutoka IEEE, kwa matumizi yake ya kompyuta yenye nguvu zaidi - mashine ilitokuwa na visindukaji 65000 - iliyosaidia katika uchambuzi maeneo ya petroli .",['1954'],How old is Philip Emeagwali?,"Philip Emeagwali (born August 23, 1954) is an Igbo engineer from Nigeria and a computer scientist. He was one of two winners of the 1989 Gordon Bell Prize, awarded by the IEEE, for his computer algorithm that used more than 65,000 processors to help in oil exploration.",I don't know,Sijui.,,,,How old is Philip Emeagwali?,"Philip Emeagwali (born August 23, 1954) is an Igbo engineer from Nigeria and a computer scientist. He was one of two winners of the 1989 Gordon Bell Prize, awarded by the IEEE, for his computer algorithm that used more than 65,000 processors to help in oil exploration.",I don't know,"""Sijui.""",,2.7201881408691406
sw-validation-68,Jeff Koinange alizaliwa mwaka upi?,"Jeff Koinange (alizaliwa 7 Januari 1966) ni mwandishi wa habari wa televisheni, anayejulikana kuwahi kufanya kazi CNN kama mwandishi wa habari za kutoka Afrika, na kwa CNN International mnamo 2001-2007.",['1966'],When was Jeff Koinange born?,"Jeff Koinange (born January 7, 1966) is a television news anchor, who was hired by CNN in 2001 as a correspondent covering Africa, and later became a correspondent for CNN International from 2001-2007.",I don't know,Sijui.,,,,When was Jeff Koinange born?,"Jeff Koinange (born January 7, 1966) is a television news anchor, who was hired by CNN in 2001 as a correspondent covering Africa, and later became a correspondent for CNN International from 2001-2007.",I don't know,"""Sijui.""",,2.331759452819824
sw-validation-442,"Je,mwanamziki Profesa Jay ni mbunge wa wapi nchini Tanzania?","
Joseph Leonard Haule (amezaliwa tarehe 29 Desemba 1975) ni Mtanzania msanii wa muziki wa hip hop na vilevile mwanasiasa wa Chama cha kisiasa cha Chama cha Demokrasia na Maendeleo (CHADEMA). Amechaguliwa kuwa mbunge wa Mikumi kwa miaka 2015 – 2020. [1]",['Mikumi'],Who is the Professor of Medicine in my country Tanzania?,"Joseph Leonard Haule (born 29 December 1975) is a Tanzanian politician who has served as the Deputy Minister of Information, Communications, and Technology since 2020. He is a member of the Chama Cha Demokrasia na Maendeleo (CHADEMA) party. He was elected Member of Parliament for Mikumi constituency in 2015.",I don't know,Sijui.,,,,Who is the Professor of Medicine in my country Tanzania?,"Joseph Leonard Haule (born 29 December 1975) is a Tanzanian politician who has served as the Deputy Minister of Information, Communications, and Technology since 2020. He is a member of the Chama Cha Demokrasia na Maendeleo (CHADEMA) party. He was elected Member of Parliament for Mikumi constituency in 2015.",I don't know,"""Sijui.""",,3.049098253250122
sw-validation-76,"Je, Abunwasi na mwandishi Abu Nuwas wana sifa zipi zinazo fanana?","Hekaya za Abunuwasi ni mkusanyo wa hadithi fupi zinazosimulia habari za Abunuwas. Hadithi hizi hazina uhusiano na Abu Nuwas, mshairi Mwarabu aliyeishi Baghdad mnamo mwaka 800 BK. ",['Hekaya za Abunuwasi ni mkusanyo wa hadithi fupi zinazosimulia habari za Abunuwas. Hadithi hizi hazina uhusiano na Abu Nuwas'],"Why, O my friend, do you and I not drink together?","The story of Abu Nuwas is a full account of the life of Abu Nuwas, the poet, who lived in Baghdad around the year 800 BC.",I don't know,Sijui.,,,,"""Why, O my friend, do you and I not drink together?""","The story of Abu Nuwas is a full account of the life of Abu Nuwas, the poet, who lived in Baghdad around the year 800 BC.",I don't know,"""Sijui.""",,1.8787882328033447
sw-validation-140,Ayatollah Ruhollah Musawi Khomeini alizaliwa mwaka upi?,Ayatollah Ruhollah Musawi Khomeini (Kifarsi: آیت الله روح الله موسوی خمینی‎) (* 24 Septemba 1902 mjini Khomein; 3 Juni 1989 Tehran) alikuwa kiongozi wa mapinduzi ya Uajemi ya 1979 na baadaye kiongozi wa kiroho wa Jamhuri ya Kiislamu ya Uajemi hadi kifo chake.,['1902'],When was Ayatollah Ruhollah Khomeini born?,Ayatollah Ruhollah Musawi Khomeini (Persian: روح‌الله موسوی خمینی‎; 24 September 1902 – 3 June 1989) was the leader of the Islamic Republic of Iran from 1979 to 1989.,Yes,Ndiyo.,,,,When was Ayatollah Ruhollah Khomeini born?,Ayatollah Ruhollah Musawi Khomeini (Persian: روح‌الله موسوی خمینی‎; 24 September 1902 – 3 June 1989) was the leader of the Islamic Republic of Iran from 1979 to 1989.,Yes,Ndiyo.,,2.2469589710235596
sw-validation-2,"Je,nchi ya Tanzania ina majimbo ngapi?",Kuna majimbo 214 Tanzania Bara na majimbo 50 Zanzibar. ,['214 Tanzania Bara na majimbo 50 Zanzibar'],How many regions does Tanzania have?,There are 214 ethnic groups in Tanzania and 50 in Zanzibar.,I don't know,Sijui,,,,How many regions does Tanzania have?,There are 214 ethnic groups in Tanzania and 50 in Zanzibar.,I don't know,"""Sijui""",,1.1004080772399902
sw-validation-332,"Shule ya St. Andrews ""Turi"" ilianza mwaka upi?","Shule ya msingi ilianzishwa mwaka wa 1931 na Bw na Bi Lavers, waliojulikana kama ""Ma na Pa Lavers"", ili kusome. Shule ya kwanza ilikuwa na watoto 15 lakini iliimarika na kuhudumu zaidi ya watoto 100 mnamo mwaka wa 1940 kutoka nchi za Kenya na Uganda. Mwaka wa 1944, shule yote ilichomeka na kuteketea baada ya moto ulioanza jikoni. Serikali ya kikoloni ya Uingereza ilitoa ruhusa kwa wafungwa wa vita wa Kiitaliano kusaidia kujenga shule mpya kwa sababu gharama ya kujenga tena jumba upya ilikadiriwa kuwa ghali sana. Nembo ya shule huonyesha ndege wa moto anayefufuka kutoka kwa moto, na kila mara moja kwa mwaka moto huwashwa ili kupata kumbukumbu ya kipindi hiki katika historia ya shule. Shule hii ilimalizika kujengwa wakati wa miaka ya 1950 wakati Lavers walikuwa katika umri wao wa kati na majengo mapya yakamalizwa. Mwaka wa 1988 shule ya sekondari ilifunguliwa kwa watoto wa umri wa miaka 13-16.",['1931'],What is the population of St. Andrews 'Turi' this year?,"The school was founded in 1931 by B.W. & B. Lavers and was known as ""Ma Na Pa Lavers"" until it was renamed in 1944. The first school was for children aged 15 but by 1940 it had expanded to accommodate over 100 pupils from Kenya and Uganda. In 1944, all the schools were merged and re-established after a fire destroyed the buildings. The colonial government granted permission to build a new school because of the high demand for education. The name of the school reflects the history of the school as every year a new class of students is added to the previous ones. The school was established in 1950 when Mr. Lavers was 70 years old and it was a large building. In 1988, the secondary school was established for pupils aged 13-16.",I don't know,Sijui.,,,,"""What is the population of St. Andrews 'Turi' this year?""","The school was founded in 1931 by B.W. & B. Lavers and was known as ""Ma Na Pa Lavers"" until it was renamed in 1944. The first school was for children aged 15 but by 1940 it had expanded to accommodate over 100 pupils from Kenya and Uganda. In 1944, all the schools were merged and re-established after a fire destroyed the buildings. The colonial government granted permission to build a new school because of the high demand for education. The name of the school reflects the history of the school as every year a new class of students is added to the previous ones. The school was established in 1950 when Mr. Lavers was 70 years old and it was a large building. In 1988, the secondary school was established for pupils aged 13-16.",I don't know,"""Sijui.""",,6.501369476318359
sw-validation-79,"Je,mji wa Lamu inapatikana katika sehemu gani nchi Kenya?","

Lamu ni mji mkubwa wa kisiwa cha Lamu kwenye pwani ya Kenya mwenye wakazi mnamo 10,000. Mji ni pia makao makuu ya Kaunti ya Lamu.",['pwani'],In which region of Kenya is the town of Lamu located?,"Lamu is a town in the coastal region of Kenya with a population of more than 10,000 people. It is also the headquarters of Lamu County.",Yes,Ndiyo,,,,"""In which region of Kenya is the town of Lamu located?""","Lamu is a town in the coastal region of Kenya with a population of more than 10,000 people. It is also the headquarters of Lamu County.",Yes,Ndiyo,,1.692549467086792
sw-validation-209,Kasoko ya Ngorongoro inapatika wapi?,"Hifadhi ya Ngorongoro (kwa Kiingereza: ""Ngorongoro Conservation Area"") ni hifadhi ya taifa kaskazini mwa Tanzania inayojulikana kote duniani, hasa baada ya kuorodheshwa na UNESCO kati ya mahali pa Urithi wa Dunia. ",['Tanzania'],Where is Ngorongoro Crater?,"The Ngorongoro Conservation Area (in English: ""Ngorongoro Conservation Area"") is a national park in central Tanzania, designated as a World Heritage Site by UNESCO.",I don't know,Sijui.,,,,Where is Ngorongoro Crater?,"The Ngorongoro Conservation Area (in English: ""Ngorongoro Conservation Area"") is a national park in central Tanzania, designated as a World Heritage Site by UNESCO.",I don't know,"""Sijui.""",,1.606386423110962
sw-validation-182,"Je,R. Kelly alizaliwa mwaka gani?","Robert Sylvester Kelly (amezaliwa tar. 8 Januari 1967) ni mwimbaji wa muziki wa R&B na soul-mtunzi wa nyimbo, rapa, na mtayarishaji wa rekodi kutoka nchini Marekani. Anafahamika zaidi kwa jina la kisanii kama R. Kelly. Alianza kuingia katika kazi ya muziki kwa mara kwanza kunako mwaka wa 1992 akiwa na kundi la Public Announcement, halafu baadaye Kelly akaenda kuwa kama msanii wa kujitegemea mnamo 1993 na kuweza kupata mafanikio makubwa kabisa kwa kazi za kujitegemea baada ya kutoa albamu yake ya 12 Play.",['1967'],When was R. Kelly born?,"Robert Sylvester Kelly (born January 8, 1967), known as R. Kelly, is an American R&B and soul singer-songwriter, rapper, and record producer. He has been described as one of the most influential artists of the 1990s. Kelly began his music career in 1992 as a member of the group Public Announcement, before embarking on a solo career in 1993 and achieving major commercial success with his 1995 album 12 Play.",Yes,Ndiyo,,,,When was R. Kelly born?,"Robert Sylvester Kelly (born January 8, 1967), known as R. Kelly, is an American R&B and soul singer-songwriter, rapper, and record producer. He has been described as one of the most influential artists of the 1990s. Kelly began his music career in 1992 as a member of the group Public Announcement, before embarking on a solo career in 1993 and achieving major commercial success with his 1995 album 12 Play.",Yes,Ndiyo,,3.632814884185791
sw-validation-438,Mkoa wa Lindi uko na ukubwa wa kiasi gani?,"Mkoa huu umeanzishwa mwaka 1971 na una eneo la km² 67,000. Karibu robo ya eneo lake au km² 18,000 ni sehemu ya hifadhi ya wanyama ya Selous.","['km² 67,000']",What is the population of Lindi region?,"This region was established in 1971 and covers 67,000 km². About 18,000 km² of this area is protected as part of the Selous Game Reserve.",I don't know,Sijui,,,,What is the population of Lindi region?,"This region was established in 1971 and covers 67,000 km². About 18,000 km² of this area is protected as part of the Selous Game Reserve.",I don't know,"""Sijui""",,1.9924545288085938
sw-validation-287,Mwanamziki Rihana alizaliwa mwaka upi?,"Robyn Rihanna Fenty (amezaliwa tar. 20 Februari 1988) ni msanii wa uimbaji wa muziki wa R&B na pop kutoka nchini Barbados. Anafahamika zaidi kwa jina lake la kisanii kama Rihanna. Alizaliwa mjini Saint Michael, Barbados, na kisha baadaye akaelekea zake nchini Marekani akiwa na umri wa miaka 16 ili kujiendeleza zaidi katika shughuli zake za kirekodi akiwa chini ya uongozi wa mtayarishaji wa rekodi Bw. Evan Rogers.",['1988'],When was Rihanna born?,"Robyn Rihanna Fenty (born February 20, 1988) is a Barbadian singer and songwriter of R&B and pop music. She is known by her stage name Rihanna. She was born in the parish of Saint Michael, Barbados, and at the age of sixteen moved to the United States with her mother, Monica (Fenty), to pursue a musical career.",I don't know,Sijui.,,,,When was Rihanna born?,"Robyn Rihanna Fenty (born February 20, 1988) is a Barbadian singer and songwriter of R&B and pop music. She is known by her stage name Rihanna. She was born in the parish of Saint Michael, Barbados, and at the age of sixteen moved to the United States with her mother, Monica (Fenty), to pursue a musical career.",I don't know,"""Sijui.""",,2.9030721187591553
sw-validation-195,Jina la Bauxiti linatokana na nini?,"Jina la Bauxiti limetokana na kijiji cha ""Les Baux de Provence"" katika Ufaransa ambako mtapo umegunduliwa mara ya kwanza. Leo hii huchimbwa hasa katika Australia, Brazil, Guinea, Jamaika na India. ","['kijiji cha ""Les Baux de Provence"" katika Ufaransa ambako mtapo umegunduliwa mara ya kwanza']",What is your name?,"The name Bauxite is derived from the French village of Les Baux de Provence in France where it was first discovered. It is found in many countries including Australia, Brazil, Guinea, Jamaica and India.",Yes,Ndiyo,,,,What is your name?,"The name Bauxite is derived from the French village of Les Baux de Provence in France where it was first discovered. It is found in many countries including Australia, Brazil, Guinea, Jamaica and India.",Yes,Ndiyo,,1.5990374088287354
sw-validation-439,"Je,Rebeca Z. Gyumi alizaliwa katika mkoa gani nchini Tanzania?",Rebeca alizaliwa mkoani Dodoma nchini Tanzania. Alikwenda Shule ya Msingi ya Mazengo huko Dodoma kwa ajili ya elimu yake ya msingi. Alipata elimu yake ya sekondari kutoka Sekondari ya Siku ya Kikuyu katika Dodoma na baadaye akaenda Kilakala High School mjini Morogoro kwa ngazi ya juu. Kisha akaenda Chuo Kikuu cha Dar es Salaam ambapo alihitimu na Sheria,['Dodoma'],Who is Rebecca Z. Gyumi and in which region of Tanzania does she reside?,"Rebecca was born in Dodoma, Tanzania. She attended the Central School of Mazengo in Dodoma for her primary education. She then went to secondary school at Kikuyu Secondary School in Dodoma and later joined Kilala High School in Morogoro for her A-Level education. She then went to the University of Dar es Salaam where she studied Law and was called to the Bar.'",Yes,Ndiyo,,,,Who is Rebecca Z. Gyumi and in which region of Tanzania does she reside?,"Rebecca was born in Dodoma, Tanzania. She attended the Central School of Mazengo in Dodoma for her primary education. She then went to secondary school at Kikuyu Secondary School in Dodoma and later joined Kilala High School in Morogoro for her A-Level education. She then went to the University of Dar es Salaam where she studied Law and was called to the Bar.'",Yes,Ndiyo,,2.9650747776031494
sw-validation-33,Wimbo wa kwanza wa  Keyshia Miesha Cole unaitwaje?,"Single ya kwanza ya Keyshia ni ""Never"", ameshirikiana na Eve, ilitolewa mnamo tar. 23 Machi 2004 ili kusukuma kibwagizo cha filamu ya Barbershop 2: Back in Business. Single hii ilianguka kabisa kwenye chati, na Keyshia aliendelea kurekodi albamu yake ya kwanza kwa mwaka mzima wa 2004 hadi mwanzoni mwa mwaka wa 2005. ""Never"" hatimaye ikawa nyimbo ya mwisho kwenye orodha ya nyimbo za The Way It Is.",['Never'],Who is Keyshia Miesha Cole dating now?,"Keyshia's first single, ""Never,"" featuring Eve, was released in early 2004 as a part of the soundtrack to the film Barbershop 2: Back in Business. The song was a huge hit, and Keyshia followed up with her debut album, The Way It Is, later that year. ""Never"" was followed by several more successful singles, including ""Love,"" ""I Choose You,"" and ""Believer.""",I don't know,Sijui.,,,,Who is Keyshia Miesha Cole dating now?,"Keyshia's first single, ""Never,"" featuring Eve, was released in early 2004 as a part of the soundtrack to the film Barbershop 2: Back in Business. The song was a huge hit, and Keyshia followed up with her debut album, The Way It Is, later that year. ""Never"" was followed by several more successful singles, including ""Love,"" ""I Choose You,"" and ""Believer.""",I don't know,"""Sijui.""",,3.4131243228912354
sw-validation-316,Filamu ya Sarafina ilizinduliwa lini kwa mara ya kwanza?,"Mwaka 1992, alishirikiana sambamba na Whoopi Goldberg, Miriam Makeba na Yohana kani katika filamu ya  Darrell James Roodt ya Sarafina  Ambayo ilikuwa filamu kubwa zaidi kutolewa Barani Afrika. Kwa mara nyingine, Khumalo aliteuliwa kwa tuzo la Image pamoja na Angela Bassett, Whoopi Goldberg na Janet Jackson.",['1992'],When was the film of Sarafina released?,"In 1992, she starred in the film Sarafina! by Darrell James Roodt alongside Whoopi Goldberg, Miriam Makeba and Yohanna, which was a major African film. She also starred alongside Angela Bassett, Whoopi Goldberg and Janet Jackson in the film Image.",I don't know,Sijui.,,,,When was the film of Sarafina released?,"In 1992, she starred in the film Sarafina! by Darrell James Roodt alongside Whoopi Goldberg, Miriam Makeba and Yohanna, which was a major African film. She also starred alongside Angela Bassett, Whoopi Goldberg and Janet Jackson in the film Image.",I don't know,"""Sijui.""",,2.360304117202759
sw-validation-0,"Je,Thiago Silva alianza kucheza soka mwaka upi?","Kama kijana, Silva aliingizwa kwenye shule iliyo jirani ya Campo Grande ya Rio - kwa usawa shule ya kulisha kwa Fluminense. Alipokuwa na umri wa miaka 14, Silva alimvutia kocha wa Fluminense Maurinho wakati wa mchezo wa kirafiki huko Xerém. Alipewa jaribio fupi, ambapo alipewa nafasi ya kiungo wa kujihami. Silva alipewa fursa ya kucheza alipokuwa mdogo. Mwaka wa 1999, akiwa na umri wa miaka 15, Silva aliulizwa Madureira, Olaria na Flamengo; alikataliwa katika kila klabu, jaribio la Flamengo likiwa gumu sana kwa sababu hata hakukuwa na mafunzo ya makocha.",['Alipokuwa na umri wa miaka 14'],Did Thiago Silva renew his contract until 2026?,"If both, Silva was signed by a school in the neighborhood of Campo Grande in Rio - in the same school where he would later play for Fluminense. At the age of 14, Silva was already playing for Fluminense's youth team, coached by Maurinho, at the time of the friendly match against Xerém. He was given a chance to play, as he had been doing well in training. In 1999, when he was 15 years old, Silva was signed by Madureira, Olaria and Flamengo; he played for each club, but he was always a reserve player, as he was very young and still learning the game.",No,Kukuza,,,,Did Thiago Silva renew his contract until 2026?,"If both, Silva was signed by a school in the neighborhood of Campo Grande in Rio - in the same school where he would later play for Fluminense. At the age of 14, Silva was already playing for Fluminense's youth team, coached by Maurinho, at the time of the friendly match against Xerém. He was given a chance to play, as he had been doing well in training. In 1999, when he was 15 years old, Silva was signed by Madureira, Olaria and Flamengo; he played for each club, but he was always a reserve player, as he was very young and still learning the game.",No,Kukuza,,4.5571088790893555
sw-validation-11,"Je,nani alizindua jina la Altdeutscher Schäferhund?",Mbwa Mchungaji wa Kijerumani wa Zamani German: Altdeutscher Schäferhund ni jina lililotumiwa kuashiria mbwa wasiozaa wachungaji wanaotumika nchini Ujerumani baada ya uzunduzi wa Mbwa wa Mchungaji wa Kijerumani na Max von Stephanitz mwaka wa 1899. Tamko hili sasa linatumika kuashiria mbwa ambao wana uhusiano wa damu na mbwa hawa lakini huzalishwa kwa ajili ya kiwango cha kazi na si kiwango rasmi;Mbwa huyu hatambuliki hii haitambuliki na FCI lakini ana kiwango chake mwenyewe. [1],['Max von Stephanitz'],What is the name of the breed of dog called the German Shepherd?,"The Altdeutscher Schäferhund, a breed of dog originally from Germany, was given the name Altdeutscher Schäferhund by Max von Stephanitz in 1899. The breed is known for its working ability in herding and for its intelligence; it is also known as a loyal family dog.",Yes,Ndiyo,,,,What is the name of the breed of dog called the German Shepherd?,"The Altdeutscher Schäferhund, a breed of dog originally from Germany, was given the name Altdeutscher Schäferhund by Max von Stephanitz in 1899. The breed is known for its working ability in herding and for its intelligence; it is also known as a loyal family dog.",Yes,Ndiyo,,2.3821053504943848
sw-validation-333,Karl Peters aliaga dunia mwaka upi?,"

Karl Peters au Carl Peters (27 Septemba 1856 – 10 Septemba 1918) alikuwa mpelelezi na mwanasiasa Mjerumani aliyeanzisha koloni la Afrika ya Mashariki ya Kijerumani.",['1918'],How many brothers does Karl Peters have?,Karl Peters or Carl Peters (27 September 1856 – 10 September 1918) was a German colonial administrator who founded the German East Africa colony.,I don't know,Sijui.,,,,How many brothers does Karl Peters have?,Karl Peters or Carl Peters (27 September 1856 – 10 September 1918) was a German colonial administrator who founded the German East Africa colony.,I don't know,"""Sijui.""",,1.7388014793395996
sw-validation-173,Yesu alisulubiwa katika mlima gani?,"


Kalivari au Golgotha ni mahali nje ya Yerusalemu wa zamani panaposadikiwa Yesu alisulubiwa akazikwa.",['Kalivari au Golgotha'],Which mountain is Jesus buried in?,The Garden of Gethsemane is a place outside Jerusalem where Jesus was crucified.,I don't know,Sijui.,,,,Which mountain is Jesus buried in?,The Garden of Gethsemane is a place outside Jerusalem where Jesus was crucified.,I don't know,"""Sijui.""",,1.1051561832427979
sw-validation-84,Wade Andrew William alizaliwa wapi?,"Williams na dada zake watatu walizaliwa Georgia, na baadae wakahamia Tulsa, Oklahoma. Kama kijana, Williams alijihusisha sana na maigizo na muziki, akianzia kanisani lakini hakuipa kipaumbele sanaa ya uigizaji kama ndio msingi wa maisha yake. Baada ya kumaliza elimu ya juu, Williams alipanga kufanya maandalizi ya kujiunga na masomo ya uganga katika chuo cha Tulsa (Tulsa University). Mapenzi yake kwenye uigizaji na muziki kamwe hayakufifia na akabadilisha masomo. Williams alipata shahada katika sanaa ya maonesho na baadae akapata shahada ya pili katika sanaa ya uigizaji kutoka chuo cha Rutgers (Mason Gross School of the Arts) alipokuwa akisoma chini ya William Esper. Williams anaishi Texas akiwa na mkewe pamoja na binti yao. Kipindi akiwa chuo cha alikuwa nyota kwenye igizo Sweet Todd.",['Georgia'],Who is Wade Andrew William?,"Williams and his father lived in Georgia, and after that he attended Tulsa, Oklahoma. As children, Williams was very gifted in music and art, but he took up writing as a career. After finishing high school, Williams went to college at Tulsa University. He then got a master's degree in creative writing from Rutgers University (Mason Gross School of the Arts), where he studied under William Esper. Williams is from Texas and lives with his wife and daughter. He was a student at Sweet Todd High School.",Wade Andrew Williams,Wade Andrew Williams,,,,Who is Wade Andrew William?,"Williams and his father lived in Georgia, and after that he attended Tulsa, Oklahoma. As children, Williams was very gifted in music and art, but he took up writing as a career. After finishing high school, Williams went to college at Tulsa University. He then got a master's degree in creative writing from Rutgers University (Mason Gross School of the Arts), where he studied under William Esper. Williams is from Texas and lives with his wife and daughter. He was a student at Sweet Todd High School.",Wade Andrew Williams,Wade Andrew Williams,,3.518231153488159
