id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_q_translation_output,raw_c_translation_output,raw_en_qa_output,raw_a_backtranslation_output,error_message,runtime_sec
fi-validation-444,Missä World Boxing Association perustettiin?,"1900-luvun alkupuoliskon aikana ammattilaisnyrkkeilyn painopiste siirtyi Britanniasta Yhdysvaltoihin. Vaikka mitään virallisia maailmanmestaruuksia ei ollutkaan, yleisesti maailmanmestarina pidettiin The National Police Gazette -lehdellä listattuja nimiä. 1920-luvulla NBA (National Boxing Association) ryhtyi järjestämään maailmanmestaruusotteluita. Samaan aikaan perustettiin Ring Magazine, joka julkaisi mestarien luetteloita. Vuonna 1962 NBA vaihtoi nimensä WBA:ksi (World Boxing Association), ja seuraavana vuonna se sai ensimmäisen kilpailijansa WBC:n (World Boxing Council). Kumpikaan niistä ei ollut yleisesti tunnustettu ja tästä johtuivat muun muassa erimielisyydet maailmanmestaruuksista. Vuonna 1983 perustettiin lisäksi uusi järjestö IBF (International Boxing Federation), jolla on myös omat maailmanmestaruutensa kussakin painoluokassa. Vuonna 1988 syntyi vielä neljäs suuri maailmanlaajuinen järjestö WBO (World Boxing Organization) kun joukko puertoricolaisia ja dominikaanisia liikemiehiä riitaantui WBA:n kanssa. Näiden neljän suuren lisäksi on lukemattomia muita omia maailmanmestaruustitteleitään jakavia järjestöjä, joita ei kuitenkaan pienuutensa takia yleisesti tunnusteta näiden neljän suurimman liiton joukkoon.",['1962'],Where was the World Boxing Association founded?,"During the early 1900s, professional boxing's spotlight shifted from Britain to America. Though there were no official world titles, The National Police Gazette newspaper listed names of champions. In the 1920s, the National Boxing Association organized world title fights. Around the same time, Ring Magazine was founded to publish rankings of champions. In 1962, the NBA changed its name to WBA (World Boxing Association), and the following year it won its first challenger, WBC (World Boxing Council). Neither of these became universally recognized and they led to disputes over world titles. In 1983, a new organization, IBF (International Boxing Federation), was also founded, which also has its own world championship in each weight class. In 1988, a fourth major organization, WBO (World Boxing Organization), was formed when a group of Puerto Rican and Dominican promoters challenged WBA. These four major organizations, along with many smaller ones, have produced an enormous number of world champions.",America,Amerika,,,,Where was the World Boxing Association founded?,"During the early 1900s, professional boxing's spotlight shifted from Britain to America. Though there were no official world titles, The National Police Gazette newspaper listed names of champions. In the 1920s, the National Boxing Association organized world title fights. Around the same time, Ring Magazine was founded to publish rankings of champions. In 1962, the NBA changed its name to WBA (World Boxing Association), and the following year it won its first challenger, WBC (World Boxing Council). Neither of these became universally recognized and they led to disputes over world titles. In 1983, a new organization, IBF (International Boxing Federation), was also founded, which also has its own world championship in each weight class. In 1988, a fourth major organization, WBO (World Boxing Organization), was formed when a group of Puerto Rican and Dominican promoters challenged WBA. These four major organizations, along with many smaller ones, have produced an enormous number of world champions.",America,"""Amerika""",,6.574241399765015
fi-validation-405,Miten tulenkantajat määrittelivät suomalaisuuden?,"Tulenkantajat pyrkivät ohjaamaan suomalaista kirjallisuutta uusille urille lähemmäs eurooppalaisia virtauksia.[1] Ryhmä pyrki eroon ”korpikulttuurista” ja määritteli suomalaisuuden ensisijaisesti teollisuuden, kaupungistumisen ja modernin taiteen kautta. Tulenkantajien tunnuslause oli: ”Ikkunat auki Eurooppaan!”, joka oli lainaus Elmer Diktoniuksen esittämistä Ultra-lehden tavoitteista: ""Ikkunat auki Eurooppaan päin"".[2] 
Tulenkantajien ryhmä alkoi hajota ristiriitoihin 1920-luvun lopulla. Lopullisesti jäsenten yhteisen taipaleen voidaan katsoa päättyneen 1930-luvun alussa[3].","['ensisijaisesti teollisuuden, kaupungistumisen ja modernin taiteen kautta']",How do immigrants define Finnishness?,"The 'Tulenkantajat' attempted to guide Finnish literature towards a new European direction, closer to the Europeans.[1] The group sought to distance itself from 'corpus culture' and defined Finnishness primarily through industry, urbanisation and modern art. Their motto was: 'Open the windows onto Europe!', a reference to Elmer Diktonius' slogan in Ultra magazine: 'Open the windows onto Europe!'[2] 

The 'Tulenkantajat' began their activities at the end of the 1920s. Ultimately, they can be seen to have been active until the early 1930s, when they merged into a common movement.[3]",I don't know,En tietä,,,,How do immigrants define Finnishness?,"The 'Tulenkantajat' attempted to guide Finnish literature towards a new European direction, closer to the Europeans.[1] The group sought to distance itself from 'corpus culture' and defined Finnishness primarily through industry, urbanisation and modern art. Their motto was: 'Open the windows onto Europe!', a reference to Elmer Diktonius' slogan in Ultra magazine: 'Open the windows onto Europe!'[2] 

The 'Tulenkantajat' began their activities at the end of the 1920s. Ultimately, they can be seen to have been active until the early 1930s, when they merged into a common movement.[3]",I don't know.,"""En tietä""",,4.66052770614624
fi-validation-39,Kuinka kuu syntyi?,"Kuun synty tapahtui nykynäkemyksen mukaan luultavimmin siten, että Marsin kokoinen planeetta, Theia, törmäsi alku-Maahan, Törmäyksen tuloksena alku-Maan kiertoradalle lensi ainetta, josta syntyi aikaa myöten kasautumalla Kuu. Kuun tarkkaa syntyperää ei silti vieläkään osata varmasti sanoa. Aiemmin Kuun oletettiin syntyneen erikseen ja Maan siepanneen Kuun, jonkin prosessin tuottaneen alusta asti Maan ja Kuun toisiaan kiertämään tai Maan jakautuneen itsestään kahtia.","['Marsin kokoinen planeetta, Theia, törmäsi alku-Maahan, Törmäyksen tuloksena alku-Maan kiertoradalle lensi ainetta, josta syntyi aikaa myöten kasautumalla Kuu. Kuun tarkkaa syntyperää ei silti vieläkään osata varmasti sanoa']",How many months old are you?,"The formation of the moon is thought to have occurred according to the current view in such a way that the entire planet Mars, Theia, rammed into the early Earth, resulting in the early Earth's crust being pushed out into space, where it formed the moon over time by expanding. The exact time of the moon's formation cannot be said with certainty yet. Previously, it was believed that the moon formed separately from Earth and then hit Earth, causing some kind of process that made Earth and Moon exchange matter or even collide with each other.",I don't know,En tietä,,,,How many months old are you?,"The formation of the moon is thought to have occurred according to the current view in such a way that the entire planet Mars, Theia, rammed into the early Earth, resulting in the early Earth's crust being pushed out into space, where it formed the moon over time by expanding. The exact time of the moon's formation cannot be said with certainty yet. Previously, it was believed that the moon formed separately from Earth and then hit Earth, causing some kind of process that made Earth and Moon exchange matter or even collide with each other.",I don't know,"""En tietä""",,3.7766942977905273
fi-validation-583,Missä Charles S. Peirce syntyi?,"Charles Sanders Peirce (10. syyskuuta 1839 Cambridge, Massachusetts, Yhdysvallat – 19. huhtikuuta 1914 Milford, Pennsylvania Yhdysvallat) oli yhdysvaltalainen filosofi, loogikko, tiedemies ja yleisnero.[1] Hänet tunnetaan erityisesti filosofisen pragmatismin alullepanija, työstään matemaattisen logiikan saralla, semioottisista tutkimuksistaan (esimerkiksi trikotomisen merkin käsitteen kehittämisestä), fallibilistisesta ja realistisesta tieteenfilosofiastaan sekä saksalaisesta idealismista ja Darwinin evoluutioteoriasta vaikutteita saaneen objektiivista idealismia edustavan metafyysisen järjestelmän kehittäjänä. Peircen filosofian keskiössä on hänen kolmen kategorian oppinsa, jonka oikeuttamiseksi Peirce kehitti Edmund Husserlin fenomenologiaa muistuttavan niin ikään ""fenomenologiaksi"" ja myöhemmin ""faneroskopiaksi"" (phaneroscopy) kutsumansa opin.[2][3] Peircen tieteellinen työ kattoi kuitenkin filosofian ja logiikan lisäksi myös monia muita aloja, esimerkiksi luonnontieteitä, matematiikkaa ja psykologiaa, ja vaikka Peirce tunnetaan nykyään lähinnä filosofina ja loogikkona, hän ei koskaan toiminut palkkatyössä tai tutkijanvirassa näillä aloilla. Hänet tunnettiin omana aikanaan lähinnä luonnontieteilijänä. Tälläkin saralla hän oli innovatiivinen, esimerkiksi tehden uudistuksia tilastollisiin tutkimusmetodeihin.","['Cambridge, Massachusetts, Yhdysvallat']",Where was Charles S. Peirce born?,"Charles Sanders Peirce (September 10, 1839 in Cambridge, Massachusetts, United States – April 19, 1914 in Milford, Pennsylvania, United States) was an American philosopher, logician, scientist, and mathematician.[1] He is known especially for his contribution to the field of philosophical pragmatism, his work on mathematical logic, his semiotic studies (including the development of the concept of triadic sign), his fallibilistic and realistic approaches to the philosophy of science, and his influence on objective idealism as an interpreter of Darwin's evolutionary theory, developing a metaphysical system known as the ""metaphysics of quality"". Peirce's philosophy is centered on his three categories of thought, which he developed from Edmund Husserl's phenomenology, thus creating what he called ""phenomenology"" and later ""faneroscopy"" (phaneroscopy). While Peirce's scientific work encompassed not only philosophy and logic but also many other fields such as the natural sciences, mathematics, and psychology, he is today best known as a philosopher and logician, although he","Cambridge, Massachusetts","Cambridge, Massachusetts",,,,Where was Charles S. Peirce born?,"Charles Sanders Peirce (September 10, 1839 in Cambridge, Massachusetts, United States – April 19, 1914 in Milford, Pennsylvania, United States) was an American philosopher, logician, scientist, and mathematician.[1] He is known especially for his contribution to the field of philosophical pragmatism, his work on mathematical logic, his semiotic studies (including the development of the concept of triadic sign), his fallibilistic and realistic approaches to the philosophy of science, and his influence on objective idealism as an interpreter of Darwin's evolutionary theory, developing a metaphysical system known as the ""metaphysics of quality"". Peirce's philosophy is centered on his three categories of thought, which he developed from Edmund Husserl's phenomenology, thus creating what he called ""phenomenology"" and later ""faneroscopy"" (phaneroscopy). While Peirce's scientific work encompassed not only philosophy and logic but also many other fields such as the natural sciences, mathematics, and psychology, he is today best known as a philosopher and logician, although he","Cambridge, Massachusetts","""Cambridge, Massachusetts""",,7.107014894485474
fi-validation-86,Mikä oli Poseidonin vaimon nimi?,"Poseidonin uskottiin asuvan Egeanmeren pohjassa upeassa palatsissa. Sieltä hänen uskottiin poistuvan merihevosten vetämissä vaunuissa. Hänellä oli vaimo Amfitrite, mutta Zeuksen tavoin hän vietteli monia muitakin naisia, kuten Medusan. Hänen symboleitaan ovat kolmikärki, hevonen ja delfiini. Hänen kunniakseen vietettiin Isthmian kisoja.",['Amfitrite'],What was the name of Poseidon's wife?,"According to the myths, Poseidon lived in a magnificent palace on the bottom of the Aegean Sea. From his sea-horse charioteer, he rode the waves. His wife was Amphitrite, but like Zeus, he also had many lovers, including Medusa. His symbols are the trident, the horse and the delphin. His sacred games were the Isthmian Games.",Amphitrite,Amphitrite,,,,What was the name of Poseidon's wife?,"According to the myths, Poseidon lived in a magnificent palace on the bottom of the Aegean Sea. From his sea-horse charioteer, he rode the waves. His wife was Amphitrite, but like Zeus, he also had many lovers, including Medusa. His symbols are the trident, the horse and the delphin. His sacred games were the Isthmian Games.",Amphitrite,"""Amphitrite""",,2.8255844116210938
fi-validation-137,Missä vesinokkaeläimen kehossa myrkky syntyy?,"
Vesinokkaeläinuroksilla on nilkoissa kannukset, jotka tuottavat lajille ominaista myrkkyseosta. Se sisältää ainakin 19 eri ainesosaa ja koostuu pääosin defensiiniä muistuttavista peptideistä (DLP), C-tyypin natriureettisistä peptideistä (CNP) ja hermokasvutekijöistä (NGF). Vesinokkaeläimen myrkky on kehittynyt itsenäisesti erillään matelijoiden myrkyn kehityksestä.[23] Myrkkyä ei erity ympäri vuoden vaan ainoastaan vesinokkaeläinten pariutumisaikaan.[24] Myrkkyä tuottavat rauhaset ovat kehittyneet hikirauhasista ja sijaitsevat uroksen takaraajojen polven ja jalkaterän välissä.[10][24] Munuaisenmuotoiset rauhaset liittyvät molemmissa takajaloissa ohutseinäisillä tiehyillä kantaluun kannukseen. Naarasvesinokkaeläimillä on nokkasiilien tapaan kehittymättömät kannusnuput, jotka katoavat ennen ensimmäisen elinvuoden loppua. Naarailla ei ole toimivia myrkkyrauhasia.[10]",['kannukset'],Where does the mistletoe grow?,"The vesikokkaeläinuroksella are nilkois-type canes that produce a unique myrrh complex. It contains at least 19 different astringents and consists mostly of defense peptides (DLP), C-type natriuretic peptides (CNP), and neurotrophic factors (NGF). The myrrh of the vesikokkaeläin has developed independently from the development of myrrh in other species.[23] Myrrh is not produced around the year but only during the mating season.[24] The myrrh-producing plants are developed from short-term myrrh plants and are located between the urethral sac and the scrotum.[10][24] The myrrh-producing plants in both sexes have a similar structure. The vesikokkaeläin do not have canes that develop in a similar way as in other species, and they die before the first egg is laid. There are no effective myrrh remedies for them.[10]",between the urethral sac and the scrotum,välisin uretrasaari- ja pyytävä-valkoinen.,,,,Where does the mistletoe grow?,"""The vesikokkaeläinuroksella are nilkois-type canes that produce a unique myrrh complex. It contains at least 19 different astringents and consists mostly of defense peptides (DLP), C-type natriuretic peptides (CNP), and neurotrophic factors (NGF). The myrrh of the vesikokkaeläin has developed independently from the development of myrrh in other species.[23] Myrrh is not produced around the year but only during the mating season.[24] The myrrh-producing plants are developed from short-term myrrh plants and are located between the urethral sac and the scrotum.[10][24] The myrrh-producing plants in both sexes have a similar structure. The vesikokkaeläin do not have canes that develop in a similar way as in other species, and they die before the first egg is laid. There are no effective myrrh remedies for them.[10]""",between the urethral sac and the scrotum,"""välisin uretrasaari- ja pyytävä-valkoinen.""",,7.689951181411743
fi-validation-309,Ketä olivat Kivikasvot?,"
Kivikasvot on suomalainen laulu- ja viihdekvartetti, jonka RUK:n kurssikaverukset Ismo Sajakorpi, Ilkka Hemming, Matti ""Fredi"" Siitonen ja Georg ""Jori"" Dolivo perustivat kesällä 1965[1]. ","['suomalainen laulu- ja viihdekvartetti, jonka RUK:n kurssikaverukset Ismo Sajakorpi, Ilkka Hemming, Matti ""Fredi"" Siitonen ja Georg ""Jori"" Dolivo perustivat']",Who were the Kivikasvot?,"Kivikasvot is a Finnish song and entertainment group, founded in the summer of 1965 by Ismo Sajakorpi, Ilkka Hemming, Matti ""Fredi"" Siitonen and Georg ""Jori"" Dolivo.",Yes,Ja,,,,Who were the Kivikasvot?,"Kivikasvot is a Finnish song and entertainment group, founded in the summer of 1965 by Ismo Sajakorpi, Ilkka Hemming, Matti ""Fredi"" Siitonen and Georg ""Jori"" Dolivo.",Yes,"""Ja""",,1.9404385089874268
fi-validation-525,Milloin Fakta homma elokuva julkaistiin?,"Fakta homma on suomalainen komediaelokuva vuodelta 1987. Se pohjautuu Yle TV2:n tuottamaan saman nimiseen televisiosarjaan.[1] Fakta homman vahvasti karrikoidut pariskunnat, Aulis ja Hansu sekä Heka ja Pirre, matkaavat leirintäalueelle viettämään juhannusta. Matkan aikana nelikko kohtaa monen sortin sakkia, kuten taiteilijoita, suositun televisiokasvon, Niemisen pariskunnan ja Auliksen entisen kansakoulunopettajan. Elokuva sai vaisun vastaanoton niin yleisöltä kuin kriitikoiltakin.",['1987'],When was the movie Fakta released?,"Fakta Homma is a Finnish comedy film from 1987. It is based on Yle TV2's television series of the same name.[1] Fakta Homma features several couples, Aulis and Hansu as well as Heka and Pirre, who go on a camping trip to spend their holiday. During the trip, they encounter various kinds of people, including artists, popular television personalities, the Son of Man, and an ex-school teacher. The film received mixed reviews from both the public and critics.",1987,1987,,,,When was the movie Fakta released?,"Fakta Homma is a Finnish comedy film from 1987. It is based on Yle TV2's television series of the same name.[1] Fakta Homma features several couples, Aulis and Hansu as well as Heka and Pirre, who go on a camping trip to spend their holiday. During the trip, they encounter various kinds of people, including artists, popular television personalities, the Son of Man, and an ex-school teacher. The film received mixed reviews from both the public and critics.",1987,1987,,3.7522830963134766
fi-validation-557,Kuinka kauan Suomen alueella on ollut asutusta?,"Ensimmäiset ihmiset saapuivat Suomeen noin 8850-luvulla ennen ajanlaskun alkua. Ensimmäisten asukkaiden saapuessa Pohjois-Suomi oli vielä ympärivuotisesti jään peitossa, metsät koostuivat lehtipuista ja vedenpinta oli niin korkealla, että Keski-Suomi ja Savo-Karjala olivat Pohjanlahden rannikkoa. Kaikkiaan asutuksen varhaisvaiheena voidaan pitää ajanjaksoa 8850-8000 eaa. Asutus tuli Suomeen Kundan-Butovon-Veretjen-kulttuureista sekä Norjan rannikon kautta. Aluksi uusille alueille ei jääty pysyvästi, vaan lämpimän vuodenajan jälkeen metsästäjät palasivat takaisin alueille joista olivat lähteneet. Arvaamattomien talvien takia uuteen alueeseen tutustuminen oli turvallisinta kesällä. Uuden alueen olosuhteet ja sen eläinten tultua tutuksi pienet perheryhmät seurasivat pyyntiryhmiä.[6]",['8850-luvulla ennen ajanlaskun alkua'],How long have you lived in Finland?,"The first people arrived in Finland around 8850 BCE, just before the end of the last Ice Age. When they first arrived in Northern Finland, it was still covered in ice, the forests were made up of lichens, and the water level was so high that Central Finland and Savonia were located on the shores of Lake Ladoga. In general, we can say that the earliest period of settlement can be dated to between 8850 and 8000 BCE. The settlement came from the cultures of the Kundan-Butovon-Veretjen and the Norse people. At first, there was no permanent settlement, but after a few years, the foresters returned to the areas from which they had come. Because of the unpredictable winters, it was safest to explore the new area in the summer. The small groups of people who settled in the new area followed the game and continued to live in the areas from which they had originally come.[6]",No,Ei,,,,How long have you lived in Finland?,"The first people arrived in Finland around 8850 BCE, just before the end of the last Ice Age. When they first arrived in Northern Finland, it was still covered in ice, the forests were made up of lichens, and the water level was so high that Central Finland and Savonia were located on the shores of Lake Ladoga. In general, we can say that the earliest period of settlement can be dated to between 8850 and 8000 BCE. The settlement came from the cultures of the Kundan-Butovon-Veretjen and the Norse people. At first, there was no permanent settlement, but after a few years, the foresters returned to the areas from which they had come. Because of the unpredictable winters, it was safest to explore the new area in the summer. The small groups of people who settled in the new area followed the game and continued to live in the areas from which they had originally come.[6]",No,"""Ei""",,6.320469856262207
fi-validation-231,Minä vuonna Tenavat-sarjakuva julkaistiin?,"
Tenavat () on strippimuodossa ilmestynyt sanomalehtisarjakuva, jota kirjoitti ja piirsi yhdysvaltalainen sarjakuvapiirtäjä Charles M. Schulz. Tenavat ilmestyi 2. lokakuuta 1950 – 13. helmikuuta 2000 ja se oli vuosien ajan maailman luetuin sanomalehtisarjakuva. Parhaimmillaan sarjaa julkaistiin yli 2600 sanomalehdessä, sillä oli 355 miljoonaa lukijaa 75 maassa, ja sitä käännettiin 21 eri kielelle. Schulz teki kaikki 17897 strippiä yksin ilman avustajia.",['1950'],When was the Tenavat TV series released?,"Peanuts () is a newspaper comic strip created by American cartoonist Charles M. Schulz. Peanuts ran from September 2, 1950 to March 13, 2000, and was syndicated in over 2,600 newspapers in 75 countries, with a total readership of 355 million. It was translated into 21 languages. Schulz drew every one of the 17,897 strips himself without any assistants.",I don't know,En tietä,,,,When was the Tenavat TV series released?,"Peanuts () is a newspaper comic strip created by American cartoonist Charles M. Schulz. Peanuts ran from September 2, 1950 to March 13, 2000, and was syndicated in over 2,600 newspapers in 75 countries, with a total readership of 355 million. It was translated into 21 languages. Schulz drew every one of the 17,897 strips himself without any assistants.",I don't know,"""En tietä""",,3.5157454013824463
fi-validation-513,Milloin Himos perustettiin?,"

Himos on Jämsässä sijaitseva matkailukeskus, joka on tullut tunnetuksi Himos Hiihtovuoren hiihtokeskuksesta. Ensimmäiset laskettelurinteet avattiin vuonna 1984. Himoksen rinteiden suurin korkeusero on 151 metriä.[1] Alueen perustajat olivat Juhani Ojala ja Päivi Kuokkanen.[2]",['1984'],When was Himos founded?,"Himos is a tourist center located in Jamtland, which has become famous for its ski resort, Himos Ski Center. The first ski lifts were opened in 1984. The highest point of the Himos slopes is 515 meters above sea level.[1] The area was founded by Juhani Ojala and Päivi Kuokkanen.[2]",1984,1984,,,,When was Himos founded?,"Himos is a tourist center located in Jamtland, which has become famous for its ski resort, Himos Ski Center. The first ski lifts were opened in 1984. The highest point of the Himos slopes is 515 meters above sea level.[1] The area was founded by Juhani Ojala and Päivi Kuokkanen.[2]",1984,1984,,2.7468113899230957
fi-validation-333,Milloin W.A. Mozart syntyi?,"Wolfgang Amadeus Mozart syntyi Salzburgissa vuonna 1756. Hän sai nimensä isoisänsä ja pyhimys Johannes Krysostomoksen mukaan: Johannes Chrysostomus Wolfgangus Theophilus Mozart. Myöhemmin hänen isänsä, hovimuusikko Leopold Mozart lyhensi nimen ja käänsi kreikkalaisen Theophiluksen latinalaiseksi Amadeukseksi (Jumalan rakastama). Mozart käytti itse etunimeä Wolfgang ja sen perään kirjoitti Theophiluksen ranskankielisen (Amadé) tai italiankielisen (Amadeo) käännöksen. Hän ei myöskään käynyt koskaan koulua.",['1756'],When was W.A. Mozart born?,"Wolfgang Amadeus Mozart was born in Salzburg in 1756. He took his middle name from his godfather, John Chrysostom, and his first name from his father, Leopold Mozart. His father later shortened the name to Amadeus (God-loved), a Latinization of the Greek name Theophil (God-loving). Mozart used the prefix ""von"" (of) and the suffix ""-er"" (son of) in his signature, and he also used the French version ""Amade"" or the Italian version ""Amadeo"". Mozart never went to school.",1756,1756,,,,When was W.A. Mozart born?,"Wolfgang Amadeus Mozart was born in Salzburg in 1756. He took his middle name from his godfather, John Chrysostom, and his first name from his father, Leopold Mozart. His father later shortened the name to Amadeus (God-loved), a Latinization of the Greek name Theophil (God-loving). Mozart used the prefix ""von"" (of) and the suffix ""-er"" (son of) in his signature, and he also used the French version ""Amade"" or the Italian version ""Amadeo"". Mozart never went to school.",1756,1756,,3.946117401123047
fi-validation-649,Kuinka suuri on Kreetan pinta-ala?,"

Kreeta () on Kreikan saari, joka sijaitsee itäisellä Välimerellä Egeanmeren etelälaidalla. Se on koko Kreikan suurin ja Välimeren viidenneksi suurin saari. Kreeta on itä–länsisuunnassa noin 250 kilometrin pituinen, 12–60 kilometrin levyinen, ja sen pinta-ala on 8303 neliökilometriä. Saaren asukasluku oli vuoden 2011 väestönlaskennassa 622913.[1] Hallinnollisesti Kreeta muodostaa oman alueensa eli periferiansa, Kreetan alueen, johon kuuluu myös pienempiä lähisaaria.[1][2] Kreetan pääkaupunki ja suurin kaupunki on Iraklion, ja sen muut suurimmat kaupungit ovat Chaniá, Réthymno, Ágios Nikólaos, Ierápetra ja Siteía. Saarella vallitsee leuto välimerenilmasto.[3]",['8303 neliökilometriä'],What is the area of Crete?,"Crete is an island in the Aegean Sea, located in the eastern part of the Greek mainland. It is the largest island in Greece and the fifth largest island in the Aegean Sea. Crete is approximately 250 kilometers long and 12-60 kilometers wide, with a total area of 8,303 square kilometers. The population of Crete was estimated at 622,913 in the 2011 census. Administratively, Crete forms its own region, called the Region of Crete, which also includes smaller islands near the mainland. The regional capital and largest city is Heraklion, and other major cities include Chania, Rethymno, Agios Nikolaos, Ierapetra, and Sitia. The island is dominated by Mount Ida, which rises above the sea.","8,303 square kilometers",8 303 km2,,,,What is the area of Crete?,"Crete is an island in the Aegean Sea, located in the eastern part of the Greek mainland. It is the largest island in Greece and the fifth largest island in the Aegean Sea. Crete is approximately 250 kilometers long and 12-60 kilometers wide, with a total area of 8,303 square kilometers. The population of Crete was estimated at 622,913 in the 2011 census. Administratively, Crete forms its own region, called the Region of Crete, which also includes smaller islands near the mainland. The regional capital and largest city is Heraklion, and other major cities include Chania, Rethymno, Agios Nikolaos, Ierapetra, and Sitia. The island is dominated by Mount Ida, which rises above the sea.","8,303 square kilometers",8 303 km2,,5.569197654724121
fi-validation-568,Missä W. A. Mozart syntyi?,"Wolfgang Amadeus Mozart syntyi Salzburgissa vuonna 1756. Hän sai nimensä isoisänsä ja pyhimys Johannes Krysostomoksen mukaan: Johannes Chrysostomus Wolfgangus Theophilus Mozart. Myöhemmin hänen isänsä, hovimuusikko Leopold Mozart lyhensi nimen ja käänsi kreikkalaisen Theophiluksen latinalaiseksi Amadeukseksi (Jumalan rakastama). Mozart käytti itse etunimeä Wolfgang ja sen perään kirjoitti Theophiluksen ranskankielisen (Amadé) tai italiankielisen (Amadeo) käännöksen. Hän ei myöskään käynyt koskaan koulua.",['Salzburgissa'],Where was W. A. Mozart born?,"Wolfgang Amadeus Mozart was born in Salzburg in 1756. He took his middle name from his grandfather, Johann Chrysostomus, and his patronymic from St. John Chrysostom: Johannes Chrysostomus Wolfgangus Theophilus Mozart. Later, his father, the court musician Leopold Mozart, shortened the name and changed the Greek name Theophilous to the Latin Amadeus (loved by God). Mozart used the prefix Wolfgang and wrote out the French (Amadé) or Italian (Amadeo) version of the name in his signature. He never went to school.",Salzburg,Salzburg,,,,Where was W. A. Mozart born?,"Wolfgang Amadeus Mozart was born in Salzburg in 1756. He took his middle name from his grandfather, Johann Chrysostomus, and his patronymic from St. John Chrysostom: Johannes Chrysostomus Wolfgangus Theophilus Mozart. Later, his father, the court musician Leopold Mozart, shortened the name and changed the Greek name Theophilous to the Latin Amadeus (loved by God). Mozart used the prefix Wolfgang and wrote out the French (Amadé) or Italian (Amadeo) version of the name in his signature. He never went to school.",Salzburg,"""Salzburg""",,3.801910877227783
fi-validation-778,Milloin SOAD tauko alkoi?,"Vuonna 2006 yhtye ilmoitti jäävänsä määrittelemättömän pituiselle tauolle, jonka jälkeen kaikki jäsenet työskentelivät omien sivuprojektiensa parissa. Yhtye aloitti kiertueensa uudelleen vuonna 2011. System of a Down on julkaissut viisi studioalbumia, joita on myyty maailmanlaajuisesti yli 40 miljoonaa kappaletta.",['2006'],When did System of a Down break up?,"In 2006 the band announced they would be taking an indefinite hiatus, after which all members went on to work on their own side projects. The band resumed touring in 2011. System of a Down have released five studio albums, which have sold over 40 million copies worldwide.",No,Ei,,,,When did System of a Down break up?,"In 2006 the band announced they would be taking an indefinite hiatus, after which all members went on to work on their own side projects. The band resumed touring in 2011. System of a Down have released five studio albums, which have sold over 40 million copies worldwide.",No,"""Ei""",,2.3291513919830322
fi-validation-118,Missä Sergei Djagilev kuoli?,"


Sergei Pavlovitš Djagilev (; 31. maaliskuuta (J: 19. maaliskuuta) 1872 Selištši, Venäjän keisarikunta – 19. elokuuta 1929 Venetsia, Italia) oli venäläinen taidekriitikko, baletti-impressaario, lähinnä Euroopassa toimineen Venäläisen baletin, Ballets russes, perustaja ja Mir iskusstvan johtohahmo. Hänen balettiryhmästään nousi useita merkittäviä tanssijoita ja koreografeja. Vaikka Djagilev ei ollut balettitanssija eikä koreografi, hänen vaikutuksensa baletin 1900-luvun kehitykselle on merkittävä.","['Venetsia, Italia']",Where did Sergei Djagilev die?,"Sergei Pavlovich Djagilev (; 31 March (O.S. 19 March) 1872 in Selyatino, Russian Empire – 19 August 1929 in Venice, Italy) was a Russian art critic, impresario, founder of the Russian Ballet, the Ballets Russes, and a leader of the Mir iskusstva. He was instrumental in the development of ballet in the early 20th century, although he was neither a dancer nor a choreographer himself.","Venice, Italy","Venetsia, Italia",,,,Where did Sergei Djagilev die?,"Sergei Pavlovich Djagilev (; 31 March (O.S. 19 March) 1872 in Selyatino, Russian Empire – 19 August 1929 in Venice, Italy) was a Russian art critic, impresario, founder of the Russian Ballet, the Ballets Russes, and a leader of the Mir iskusstva. He was instrumental in the development of ballet in the early 20th century, although he was neither a dancer nor a choreographer himself.","Venice, Italy","""Venetsia, Italia""",,3.819620370864868
fi-validation-650,Kuka Allah on?,"Allāh ( ) on arabian kielen sana, joka tarkoittaa Jumalaa. Muissa kielissä, esimerkiksi suomessa, sanalla viitataan usein erityisesti islamilaiseen käsitykseen Jumalasta. Suomen kielessä on perusteltua käyttää suomenkielistä sanaa Jumala, koska Allah ei ole erisnimi.",['Jumalaa'],Who is Allah?,"Allah ( ) is an Arabic word meaning God. In other languages, such as Finnish, the word is often used to refer to the Islamic conception of God. In Finnish, the word "" Jumala"" is used because it is a common word in Finnish and it does not have the same meaning as the Arabic word ""Allah"".",God,Jeesuksen,,,,Who is Allah?,"Allah ( ) is an Arabic word meaning God. In other languages, such as Finnish, the word is often used to refer to the Islamic conception of God. In Finnish, the word "" Jumala"" is used because it is a common word in Finnish and it does not have the same meaning as the Arabic word ""Allah"".",God,"""Jeesuksen""",,2.3425815105438232
