id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_q_translation_output,raw_c_translation_output,raw_en_qa_output,raw_a_backtranslation_output,error_message,runtime_sec
sw-validation-493,"Je,Hoteli ya Fairmont Royal York ilizinduliwa lini?","Ilifunguliwa tarehe 11 Juni 1929, mipango ya Royal York ilichorwa na kupangwa na wataalamu wa kazi hiyo Ross na Macdonald(pamoja na Sproatt na Rolph) na ikajengwa na shirika la reli la Canadian Pacific Railway karibu na stesheni ya Union Station. Likiwa ma magorofa 28, jengo hilo lenye muundo wa Château lilikuwa jengo kubwa kabisa katika ufalme wa Uingereza mpaka walipojenga mnara wa Benki ya Kanada jijini Toronto kwenye barabara ya King Street.",['11 Juni 1929'],Are you staying at the Fairmont Royal York Hotel?,"It was on June 11, 1929 that the Royal York was opened by the then-Governor General, Lord Byng, along with Ross Macdonald (along with Sproatt and Rolph) and the Canadian Pacific Railway's general manager, and it was dedicated at Union Station in Toronto. It was 28 years old, and its address was 600 King Street West, a large chateau in the heart of England until it was demolished in 1975.",No,Kukuza,,,,Are you staying at the Fairmont Royal York Hotel?,"It was on June 11, 1929 that the Royal York was opened by the then-Governor General, Lord Byng, along with Ross Macdonald (along with Sproatt and Rolph) and the Canadian Pacific Railway's general manager, and it was dedicated at Union Station in Toronto. It was 28 years old, and its address was 600 King Street West, a large chateau in the heart of England until it was demolished in 1975.",No,Kukuza,,3.4858968257904053
sw-validation-72,"Je,mkoa wa Morogoro ina idadi ya watu wangapi?","Eneo lake ni km² 72 939, ambapo kuna wakazi 2,218,492 (mwaka 2012). Hivyo Morogoro ni kati ya mikoa mikubwa zaidi ya Tanzania. ","['2,218,492']",How many people are there in Morogoro?,"The Morogoro region is 72,939 square kilometers, with a population of 2,218,492 (2012). It is one of the most densely populated regions in Tanzania.","2,218,492","2,218,492",,,,How many people are there in Morogoro?,"The Morogoro region is 72,939 square kilometers, with a population of 2,218,492 (2012). It is one of the most densely populated regions in Tanzania.","2,218,492","2,218,492",,2.309692144393921
sw-validation-63,Sehemu ya juu ya nyumba huitwaje?,Nyumba huwa na ukuta na paa. Kila nyumba inahitaji mlango; kama nyumba ni ndogo mlango huu unaweza kutosheleza pia mahitaji ya mwanga. Nyumba nyingi huwa pia na madirisha kwa kuingiza nuru na hewa. ,['paa'],How many bedrooms does your house have?,"A house has a foundation and a roof. Every house needs a foundation; if a house is small, its foundation can also be small but it must still have a foundation. Some houses also have a builder who builds them by laying bricks and mortar.",I don't know,Sijui,,,,How many bedrooms does your house have?,"A house has a foundation and a roof. Every house needs a foundation; if a house is small, its foundation can also be small but it must still have a foundation. Some houses also have a builder who builds them by laying bricks and mortar.",I don't know,"""Sijui""",,2.064426898956299
sw-validation-93,"Je,nani mwanzilishi wa mashindano ya WWE?","Ubingwa wa WWE ulianzishwa mwaka 1963 huku Rogers Buddy akiwa bingwa wa uzinduzi 29 Aprili. Hata hivyo, asili yake inahusishwa na matukio ambayo yaliyoanzia Wrestling National Alliance (NWA), daraja dotterbolag mbalimbali. Katika miaka ya 1950, Capitol Wrestling Corporation (CWC) ilikuwa kampuni ndogo inayomilikiwa na NWA na mpaka mwaka 1963, viongozi wa CWC walikuwa wanamiliki sehemu kubwa ya NWA na wakati huohuo katika bodi ya wakurugenzi ya NWA. Wakati huo, Buddy Rogers alikuwa anashikilia ubingwa wa dunia wa uzito wa juu wa NWA, taji la dunia la NWA pamoja na kampuni zake ndogondogo, mpaka 24 Januari, wakati amalishindwa Lou Thesz Rogers kwa championship. Hatimaye CWC ilijitoa kutoka NWA na ikawa World Wide Wrestling Federation (WWWF). Hivyo ubingwa wa dunia wa uzito wa juu wa WWWF  ulianzishwa ukiwa kama kama akiwa mwibuko kutoka taji la NWA. Utambulisho wa taji alipatiwa Buddy Rogers tarehe 29 Aprili kufuatia michuano iliyokuwa na utata iliyofanyika katika Rio de Janeiro, na kumshinda Antonino Rocca katika fainali. Ikishirikiana na NWA tena, WWWF ilibadilishwa jina na kuwa World Wrestling Federation (WWF) mwaka 1979, na baada ya kumaliza kabisa uhusiano wake na NWA mnamo mwaka 1983, ubingwa ukawa unajulikana kama WWF World Heavyweight Championship  na baadaye tu kama WWF Bingwa  mnamo miaka ya 1990.",['Rogers Buddy'],Who is your favorite WWE wrestler?,"The WWE title was held by Rogers Buddy from 1963 until his death on April 29, 1963. Despite this, his legacy is that of a champion who was respected by the Wrestling National Alliance (NWA) and was a top-tier wrestler. During the 1950s, the Capitol Wrestling Corporation (CWC) was a company owned by the NWA and up until 1963, the CWC's executives were the top-level figures of the NWA and were involved in the NWA's internal affairs. At that time, Buddy Rogers was the top wrestler of the NWA, alongside other NWA wrestlers and companies, until January 24, when he defeated Lou Thesz for the NWA championship. The CWC later severed ties with the NWA and renamed itself the World Wide Wrestling Federation (WWWF). The WWWF's world title was held by Buddy Rogers upon his death, when he was killed by a car while walking home from a wrestling match in Rio de Janeiro, Brazil, on April 29, 196",I don't know,Sijui.,,,,Who is your favorite WWE wrestler?,"The WWE title was held by Rogers Buddy from 1963 until his death on April 29, 1963. Despite this, his legacy is that of a champion who was respected by the Wrestling National Alliance (NWA) and was a top-tier wrestler. During the 1950s, the Capitol Wrestling Corporation (CWC) was a company owned by the NWA and up until 1963, the CWC's executives were the top-level figures of the NWA and were involved in the NWA's internal affairs. At that time, Buddy Rogers was the top wrestler of the NWA, alongside other NWA wrestlers and companies, until January 24, when he defeated Lou Thesz for the NWA championship. The CWC later severed ties with the NWA and renamed itself the World Wide Wrestling Federation (WWWF). The WWWF's world title was held by Buddy Rogers upon his death, when he was killed by a car while walking home from a wrestling match in Rio de Janeiro, Brazil, on April 29, 196",I don't know.,"""Sijui.""",,7.123003005981445
sw-validation-370,Emmaus Shule ya Biblia iko sehemu gani?,Dodoma kuna makao makuu ya Kanisa la Biblia Publishers pamoja na Emmaus Shule ya Biblia.,['Dodoma'],Where is Emmaus Bible School?,Dodoma is situated in the Bible Publishers Association of Tanzania and the Emmaus Bible School.,No,Kukuza,,,,Where is Emmaus Bible School?,Dodoma is situated in the Bible Publishers Association of Tanzania and the Emmaus Bible School.,No,Kukuza,,0.961932897567749
sw-validation-482,"Je,inchi ya Iceland ina idadi ya watu wangapi?","Eneo lake ni km² 103,000 lakini idadi ya watu ni laki tatu pekee. ",['laki tatu'],How many people are there in Iceland?,"Lake Victoria is 103,000 square kilometres in area, but its population is only three million.",I don't know,Sijui,,,,How many people are there in Iceland?,"Lake Victoria is 103,000 square kilometres in area, but its population is only three million.",I don't know,"""Sijui""",,1.2995333671569824
sw-validation-77,Philip Emeagwali alizaliwa mwaka upi?,"Philip Emeagwali  (amezaliwa 23 Agosti 1954) ni mhandisi ,Igbo kutoka Nigeria na mwanasayansi wa kompyuta/ Mwanajiolojia ambaye alikuwa mmoja wa washindi wawili wa Tuzo la mwaka wa 1989 la Gordon Bell, zawadi kutoka IEEE, kwa matumizi yake ya kompyuta yenye nguvu zaidi - mashine ilitokuwa na visindukaji 65000 - iliyosaidia katika uchambuzi maeneo ya petroli .",['1954'],How old is Philip Emeagwali?,"Philip Emeagwali (born August 23, 1954) is an Igbo Nigerian computer scientist and engineer. He was one of two co-winners of the 1989 Gordon Bell Prize, awarded by the IEEE, for his computer algorithm that used more than 65,000 processors to aid in the exploration of oil fields.",54,54,,,,How old is Philip Emeagwali?,"Philip Emeagwali (born August 23, 1954) is an Igbo Nigerian computer scientist and engineer. He was one of two co-winners of the 1989 Gordon Bell Prize, awarded by the IEEE, for his computer algorithm that used more than 65,000 processors to aid in the exploration of oil fields.",54,54,,2.6441071033477783
sw-validation-68,Jeff Koinange alizaliwa mwaka upi?,"Jeff Koinange (alizaliwa 7 Januari 1966) ni mwandishi wa habari wa televisheni, anayejulikana kuwahi kufanya kazi CNN kama mwandishi wa habari za kutoka Afrika, na kwa CNN International mnamo 2001-2007.",['1966'],When was Jeff Koinange born?,"Jeff Koinange (born January 7, 1966) is a television news anchor, who was hired by CNN as a correspondent in 2001, and worked there until 2007.","January 7, 1966","Sasa siku ya Januwary 7, 1966",,,,When was Jeff Koinange born?,"Jeff Koinange (born January 7, 1966) is a television news anchor, who was hired by CNN as a correspondent in 2001, and worked there until 2007.","January 7, 1966","""Sasa siku ya Januwary 7, 1966""",,2.477433204650879
sw-validation-442,"Je,mwanamziki Profesa Jay ni mbunge wa wapi nchini Tanzania?","
Joseph Leonard Haule (amezaliwa tarehe 29 Desemba 1975) ni Mtanzania msanii wa muziki wa hip hop na vilevile mwanasiasa wa Chama cha kisiasa cha Chama cha Demokrasia na Maendeleo (CHADEMA). Amechaguliwa kuwa mbunge wa Mikumi kwa miaka 2015 – 2020. [1]",['Mikumi'],Where is the Professor Jay's office in Tanzania?,Joseph Leonard Haule (born 29 December 1975) is a Tanzanian politician and a member of the National Assembly for Mikumi constituency since 2015. He is a member of the Chama Cha Demokrasia na Maendeleo (CHADEMA) party.,I don't know,Sijui.,,,,"""Where is the Professor Jay's office in Tanzania?""",Joseph Leonard Haule (born 29 December 1975) is a Tanzanian politician and a member of the National Assembly for Mikumi constituency since 2015. He is a member of the Chama Cha Demokrasia na Maendeleo (CHADEMA) party.,I don't know,"""Sijui.""",,2.4586563110351562
sw-validation-76,"Je, Abunwasi na mwandishi Abu Nuwas wana sifa zipi zinazo fanana?","Hekaya za Abunuwasi ni mkusanyo wa hadithi fupi zinazosimulia habari za Abunuwas. Hadithi hizi hazina uhusiano na Abu Nuwas, mshairi Mwarabu aliyeishi Baghdad mnamo mwaka 800 BK. ",['Hekaya za Abunuwasi ni mkusanyo wa hadithi fupi zinazosimulia habari za Abunuwas. Hadithi hizi hazina uhusiano na Abu Nuwas'],"Why, O my friend, do you and I both drink this wine that is so bitter?","The story of Abu Nuwas is a long one and is closely associated with the history of Abu Nuwas himself, the poet Mwarabu who lived in Baghdad around the year 800 BC.",Yes,Ndiyo.,,,,"""Why, O my friend, do you and I both drink this wine that is so bitter?""","The story of Abu Nuwas is a long one and is closely associated with the history of Abu Nuwas himself, the poet Mwarabu who lived in Baghdad around the year 800 BC.",Yes,Ndiyo.,,2.0574100017547607
sw-validation-140,Ayatollah Ruhollah Musawi Khomeini alizaliwa mwaka upi?,Ayatollah Ruhollah Musawi Khomeini (Kifarsi: آیت الله روح الله موسوی خمینی‎) (* 24 Septemba 1902 mjini Khomein; 3 Juni 1989 Tehran) alikuwa kiongozi wa mapinduzi ya Uajemi ya 1979 na baadaye kiongozi wa kiroho wa Jamhuri ya Kiislamu ya Uajemi hadi kifo chake.,['1902'],When was Ayatollah Ruhollah Khomeini born?,Ayatollah Ruhollah Musawi Khomeini (Persian: روح‌الله موسوی خمینی‎; 24 September 1902 – 3 June 1989) was the leader of the Islamic Republic of Iran from 1979 to 1989.,Yes,Ndiyo,,,,When was Ayatollah Ruhollah Khomeini born?,Ayatollah Ruhollah Musawi Khomeini (Persian: روح‌الله موسوی خمینی‎; 24 September 1902 – 3 June 1989) was the leader of the Islamic Republic of Iran from 1979 to 1989.,Yes,Ndiyo,,2.200709581375122
sw-validation-2,"Je,nchi ya Tanzania ina majimbo ngapi?",Kuna majimbo 214 Tanzania Bara na majimbo 50 Zanzibar. ,['214 Tanzania Bara na majimbo 50 Zanzibar'],How many regions does Tanzania have?,There are 214 districts in mainland Tanzania and 50 in Zanzibar.,264,264,,,,How many regions does Tanzania have?,There are 214 districts in mainland Tanzania and 50 in Zanzibar.,264,264,,0.9882373809814453
sw-validation-332,"Shule ya St. Andrews ""Turi"" ilianza mwaka upi?","Shule ya msingi ilianzishwa mwaka wa 1931 na Bw na Bi Lavers, waliojulikana kama ""Ma na Pa Lavers"", ili kusome. Shule ya kwanza ilikuwa na watoto 15 lakini iliimarika na kuhudumu zaidi ya watoto 100 mnamo mwaka wa 1940 kutoka nchi za Kenya na Uganda. Mwaka wa 1944, shule yote ilichomeka na kuteketea baada ya moto ulioanza jikoni. Serikali ya kikoloni ya Uingereza ilitoa ruhusa kwa wafungwa wa vita wa Kiitaliano kusaidia kujenga shule mpya kwa sababu gharama ya kujenga tena jumba upya ilikadiriwa kuwa ghali sana. Nembo ya shule huonyesha ndege wa moto anayefufuka kutoka kwa moto, na kila mara moja kwa mwaka moto huwashwa ili kupata kumbukumbu ya kipindi hiki katika historia ya shule. Shule hii ilimalizika kujengwa wakati wa miaka ya 1950 wakati Lavers walikuwa katika umri wao wa kati na majengo mapya yakamalizwa. Mwaka wa 1988 shule ya sekondari ilifunguliwa kwa watoto wa umri wa miaka 13-16.",['1931'],What is the name of the school that you attended last year?,"The school was founded in 1931 by B.V. Lavers and was initially called ""Ma Na Pa Lavers"" before it was renamed. The first school had only 15 pupils but by 100 more than 100 pupils by 1940 from Kenya and Uganda. In 1944, all the schools were merged and re-established after a fire destroyed the old buildings. The colonial government of England granted permission to build a new school as there was a shortage of space for the growing number of students. The name of the school reflects the history of the school as every year a student would die and be buried and every year a new student would be born, thus the name ""Kumi Kumi"". The school was built on the land that was owned by the Lavers family. The school was built during the time when Lavers was in his forties. In 1988, the secondary school was established for students aged 13-16 years.",I don't know,Sijui.,,,,What is the name of the school that you attended last year?,"The school was founded in 1931 by B.V. Lavers and was initially called ""Ma Na Pa Lavers"" before it was renamed. The first school had only 15 pupils but by 100 more than 100 pupils by 1940 from Kenya and Uganda. In 1944, all the schools were merged and re-established after a fire destroyed the old buildings. The colonial government of England granted permission to build a new school as there was a shortage of space for the growing number of students. The name of the school reflects the history of the school as every year a student would die and be buried and every year a new student would be born, thus the name ""Kumi Kumi"". The school was built on the land that was owned by the Lavers family. The school was built during the time when Lavers was in his forties. In 1988, the secondary school was established for students aged 13-16 years.",I don't know,"""Sijui.""",,6.958829641342163
sw-validation-79,"Je,mji wa Lamu inapatikana katika sehemu gani nchi Kenya?","

Lamu ni mji mkubwa wa kisiwa cha Lamu kwenye pwani ya Kenya mwenye wakazi mnamo 10,000. Mji ni pia makao makuu ya Kaunti ya Lamu.",['pwani'],In which region of Kenya is the city of Lamu located?,"Lamu is a town in the coast of Kenya with a population of more than 10,000 people. It is also the headquarters of Lamu County.",Yes,Ndiyo,,,,"""In which region of Kenya is the city of Lamu located?""","Lamu is a town in the coast of Kenya with a population of more than 10,000 people. It is also the headquarters of Lamu County.",Yes,Ndiyo,,1.6247797012329102
sw-validation-209,Kasoko ya Ngorongoro inapatika wapi?,"Hifadhi ya Ngorongoro (kwa Kiingereza: ""Ngorongoro Conservation Area"") ni hifadhi ya taifa kaskazini mwa Tanzania inayojulikana kote duniani, hasa baada ya kuorodheshwa na UNESCO kati ya mahali pa Urithi wa Dunia. ",['Tanzania'],Where is Ngorongoro Crater?,"The Ngorongoro Conservation Area (in English: ""Ngorongoro Conservation Area"") is a national park in central Tanzania, designated as a World Heritage Site by UNESCO.",Tanzania,Tanzania,,,,Where is Ngorongoro Crater?,"The Ngorongoro Conservation Area (in English: ""Ngorongoro Conservation Area"") is a national park in central Tanzania, designated as a World Heritage Site by UNESCO.",Tanzania,Tanzania,,1.441735029220581
sw-validation-182,"Je,R. Kelly alizaliwa mwaka gani?","Robert Sylvester Kelly (amezaliwa tar. 8 Januari 1967) ni mwimbaji wa muziki wa R&B na soul-mtunzi wa nyimbo, rapa, na mtayarishaji wa rekodi kutoka nchini Marekani. Anafahamika zaidi kwa jina la kisanii kama R. Kelly. Alianza kuingia katika kazi ya muziki kwa mara kwanza kunako mwaka wa 1992 akiwa na kundi la Public Announcement, halafu baadaye Kelly akaenda kuwa kama msanii wa kujitegemea mnamo 1993 na kuweza kupata mafanikio makubwa kabisa kwa kazi za kujitegemea baada ya kutoa albamu yake ya 12 Play.",['1967'],When was R. Kelly born?,"Robert Sylvester Kelly (born January 8, 1967), known as R. Kelly, is an American R&B and soul singer-songwriter, rapper, and record producer. He has sold over 75 million records worldwide as a solo artist and another 10 million as a member of Public Announcement. His first solo album, 12 Play, was released in 1993 and spawned several hit singles, including ""Your Body's Callin'"". Kelly has won numerous awards, including eight Grammy Awards, and has been inducted into the Rock and Roll Hall of Fame.","January 8, 1967","Alagaa 8, 1967",,,,When was R. Kelly born?,"Robert Sylvester Kelly (born January 8, 1967), known as R. Kelly, is an American R&B and soul singer-songwriter, rapper, and record producer. He has sold over 75 million records worldwide as a solo artist and another 10 million as a member of Public Announcement. His first solo album, 12 Play, was released in 1993 and spawned several hit singles, including ""Your Body's Callin'"". Kelly has won numerous awards, including eight Grammy Awards, and has been inducted into the Rock and Roll Hall of Fame.","January 8, 1967","""Alagaa 8, 1967""",,4.51772665977478
sw-validation-438,Mkoa wa Lindi uko na ukubwa wa kiasi gani?,"Mkoa huu umeanzishwa mwaka 1971 na una eneo la km² 67,000. Karibu robo ya eneo lake au km² 18,000 ni sehemu ya hifadhi ya wanyama ya Selous.","['km² 67,000']",What is the name of the region of Lindi?,"This region was established in 1971 and covers an area of 67,000 km². About 18,000 km² is covered by the Selous Game Reserve.",No,Kukuza,,,,What is the name of the region of Lindi?,"This region was established in 1971 and covers an area of 67,000 km². About 18,000 km² is covered by the Selous Game Reserve.",No,Kukuza,,1.8305144309997559
sw-validation-287,Mwanamziki Rihana alizaliwa mwaka upi?,"Robyn Rihanna Fenty (amezaliwa tar. 20 Februari 1988) ni msanii wa uimbaji wa muziki wa R&B na pop kutoka nchini Barbados. Anafahamika zaidi kwa jina lake la kisanii kama Rihanna. Alizaliwa mjini Saint Michael, Barbados, na kisha baadaye akaelekea zake nchini Marekani akiwa na umri wa miaka 16 ili kujiendeleza zaidi katika shughuli zake za kirekodi akiwa chini ya uongozi wa mtayarishaji wa rekodi Bw. Evan Rogers.",['1988'],When was Rihanna born?,"Robyn Rihanna Fenty (born February 20, 1988) is a Barbadian singer and songwriter of R&B and pop music. She is known by her stage name Rihanna. She was born in the parish of St. Michael, Barbados, and later moved to the United States at the age of sixteen to pursue a career in music.","February 20, 1988",20 Febraai,,,,When was Rihanna born?,"Robyn Rihanna Fenty (born February 20, 1988) is a Barbadian singer and songwriter of R&B and pop music. She is known by her stage name Rihanna. She was born in the parish of St. Michael, Barbados, and later moved to the United States at the age of sixteen to pursue a career in music.","February 20, 1988",'20 Febraai',,2.929790496826172
sw-validation-195,Jina la Bauxiti linatokana na nini?,"Jina la Bauxiti limetokana na kijiji cha ""Les Baux de Provence"" katika Ufaransa ambako mtapo umegunduliwa mara ya kwanza. Leo hii huchimbwa hasa katika Australia, Brazil, Guinea, Jamaika na India. ","['kijiji cha ""Les Baux de Provence"" katika Ufaransa ambako mtapo umegunduliwa mara ya kwanza']",What is the name of this Bauxite?,"The name Bauxite is derived from the French word 'les Baux de Provence' in France where it was first discovered. Today, it is found in Australia, Brazil, Guinea, Jamaica and India.",Yes,Ndiyo,,,,What is the name of this Bauxite?,"The name Bauxite is derived from the French word 'les Baux de Provence' in France where it was first discovered. Today, it is found in Australia, Brazil, Guinea, Jamaica and India.",Yes,Ndiyo,,1.7168633937835693
sw-validation-439,"Je,Rebeca Z. Gyumi alizaliwa katika mkoa gani nchini Tanzania?",Rebeca alizaliwa mkoani Dodoma nchini Tanzania. Alikwenda Shule ya Msingi ya Mazengo huko Dodoma kwa ajili ya elimu yake ya msingi. Alipata elimu yake ya sekondari kutoka Sekondari ya Siku ya Kikuyu katika Dodoma na baadaye akaenda Kilakala High School mjini Morogoro kwa ngazi ya juu. Kisha akaenda Chuo Kikuu cha Dar es Salaam ambapo alihitimu na Sheria,['Dodoma'],Who is Rebecca Z. Gyumi and in which region of Tanzania does she reside?,"Rebecca was born in the region of Dodoma in Tanzania. She attended the Center School of Mazengo in Dodoma for her primary education. She completed her secondary education at the Kikuyu Secondary School in Dodoma and then continued to Kilala High School in the district of Morogoro, where she sat for her Form Four exams. She then went on to attend the Central Institute of Kikuyu in Dar es Salaam, where she took a course in law.",I don't know,Sijui.,,,,Who is Rebecca Z. Gyumi and in which region of Tanzania does she reside?,"Rebecca was born in the region of Dodoma in Tanzania. She attended the Center School of Mazengo in Dodoma for her primary education. She completed her secondary education at the Kikuyu Secondary School in Dodoma and then continued to Kilala High School in the district of Morogoro, where she sat for her Form Four exams. She then went on to attend the Central Institute of Kikuyu in Dar es Salaam, where she took a course in law.",I don't know,"""Sijui.""",,3.524900436401367
sw-validation-33,Wimbo wa kwanza wa  Keyshia Miesha Cole unaitwaje?,"Single ya kwanza ya Keyshia ni ""Never"", ameshirikiana na Eve, ilitolewa mnamo tar. 23 Machi 2004 ili kusukuma kibwagizo cha filamu ya Barbershop 2: Back in Business. Single hii ilianguka kabisa kwenye chati, na Keyshia aliendelea kurekodi albamu yake ya kwanza kwa mwaka mzima wa 2004 hadi mwanzoni mwa mwaka wa 2005. ""Never"" hatimaye ikawa nyimbo ya mwisho kwenye orodha ya nyimbo za The Way It Is.",['Never'],What is your favorite Keyshia Cole song?,"Keyshia's first single, ""Never,"" featuring Eve, was released on February 23, 2004 as a part of the soundtrack to the film Barbershop 2: Back in Business. The song was a major hit, and Keyshia followed up with another single, ""Love,"" from her debut album, The Way It Is, which was released on November 16, 2004. ""Love"" became a top ten hit, peaking at number eight on the Billboard Hot 100.",No,Kukuza,,,,What is your favorite Keyshia Cole song?,"Keyshia's first single, ""Never,"" featuring Eve, was released on February 23, 2004 as a part of the soundtrack to the film Barbershop 2: Back in Business. The song was a major hit, and Keyshia followed up with another single, ""Love,"" from her debut album, The Way It Is, which was released on November 16, 2004. ""Love"" became a top ten hit, peaking at number eight on the Billboard Hot 100.",No,Kukuza,,3.770819902420044
sw-validation-316,Filamu ya Sarafina ilizinduliwa lini kwa mara ya kwanza?,"Mwaka 1992, alishirikiana sambamba na Whoopi Goldberg, Miriam Makeba na Yohana kani katika filamu ya  Darrell James Roodt ya Sarafina  Ambayo ilikuwa filamu kubwa zaidi kutolewa Barani Afrika. Kwa mara nyingine, Khumalo aliteuliwa kwa tuzo la Image pamoja na Angela Bassett, Whoopi Goldberg na Janet Jackson.",['1992'],When was the film of Sarafina released?,"In 1992, she starred in the film 'Sarafina!' by Darrell James Roodt alongside Whoopi Goldberg, Miriam Makeba and Yohanna. The film was a major success in Africa. In other projects, she has worked with Angela Bassett, Whoopi Goldberg and Janet Jackson.",1992,1992,,,,When was the film of Sarafina released?,"In 1992, she starred in the film 'Sarafina!' by Darrell James Roodt alongside Whoopi Goldberg, Miriam Makeba and Yohanna. The film was a major success in Africa. In other projects, she has worked with Angela Bassett, Whoopi Goldberg and Janet Jackson.",1992,1992,,2.3992650508880615
sw-validation-0,"Je,Thiago Silva alianza kucheza soka mwaka upi?","Kama kijana, Silva aliingizwa kwenye shule iliyo jirani ya Campo Grande ya Rio - kwa usawa shule ya kulisha kwa Fluminense. Alipokuwa na umri wa miaka 14, Silva alimvutia kocha wa Fluminense Maurinho wakati wa mchezo wa kirafiki huko Xerém. Alipewa jaribio fupi, ambapo alipewa nafasi ya kiungo wa kujihami. Silva alipewa fursa ya kucheza alipokuwa mdogo. Mwaka wa 1999, akiwa na umri wa miaka 15, Silva aliulizwa Madureira, Olaria na Flamengo; alikataliwa katika kila klabu, jaribio la Flamengo likiwa gumu sana kwa sababu hata hakukuwa na mafunzo ya makocha.",['Alipokuwa na umri wa miaka 14'],Do you have an alliance with Thiago Silva?,"If both, Silva was signed by a school in Rio - the same one where he grew up - in the same street as Fluminense. At 14 years old, Silva was already playing for Fluminense's youth team, Maurinho, at the time of the friendly match against Xerém. He was given a chance to play, because he had been playing well. In 1999, at 15 years old, Silva was signed by Madureira, Olaria and Flamengo; he played for each club, but he was very young and he was taught a lot by the great players of that time.",No,Kukuza,,,,Do you have an alliance with Thiago Silva?,"If both, Silva was signed by a school in Rio - the same one where he grew up - in the same street as Fluminense. At 14 years old, Silva was already playing for Fluminense's youth team, Maurinho, at the time of the friendly match against Xerém. He was given a chance to play, because he had been playing well. In 1999, at 15 years old, Silva was signed by Madureira, Olaria and Flamengo; he played for each club, but he was very young and he was taught a lot by the great players of that time.",No,Kukuza,,4.1370556354522705
sw-validation-11,"Je,nani alizindua jina la Altdeutscher Schäferhund?",Mbwa Mchungaji wa Kijerumani wa Zamani German: Altdeutscher Schäferhund ni jina lililotumiwa kuashiria mbwa wasiozaa wachungaji wanaotumika nchini Ujerumani baada ya uzunduzi wa Mbwa wa Mchungaji wa Kijerumani na Max von Stephanitz mwaka wa 1899. Tamko hili sasa linatumika kuashiria mbwa ambao wana uhusiano wa damu na mbwa hawa lakini huzalishwa kwa ajili ya kiwango cha kazi na si kiwango rasmi;Mbwa huyu hatambuliki hii haitambuliki na FCI lakini ana kiwango chake mwenyewe. [1],['Max von Stephanitz'],What is the breed of the German Shepherd?,"The Altdeutscher Schäferhund, a breed of dog originally from Germany, was given the name Altdeutscher Schäferhund by Max von Stephanitz in 1899. The breed is known for its working ability and loyalty, but is also recognized as a working dog by the FCI. [1]",Altdeutscher Schäferhund,Altdeutscher Schäferhund,,,,What is the breed of the German Shepherd?,"The Altdeutscher Schäferhund, a breed of dog originally from Germany, was given the name Altdeutscher Schäferhund by Max von Stephanitz in 1899. The breed is known for its working ability and loyalty, but is also recognized as a working dog by the FCI. [1]",Altdeutscher Schäferhund,"""Altdeutscher Schäferhund""",,2.4542198181152344
sw-validation-333,Karl Peters aliaga dunia mwaka upi?,"

Karl Peters au Carl Peters (27 Septemba 1856 – 10 Septemba 1918) alikuwa mpelelezi na mwanasiasa Mjerumani aliyeanzisha koloni la Afrika ya Mashariki ya Kijerumani.",['1918'],How many brothers does Karl Peters have?,"Karl Peters (September 27, 1856 – September 10, 1918), was a German missionary and colonial administrator in German East Africa.",I don't know,Sijui.,,,,How many brothers does Karl Peters have?,"Karl Peters (September 27, 1856 – September 10, 1918), was a German missionary and colonial administrator in German East Africa.",I don't know,"""Sijui.""",,1.6928727626800537
sw-validation-173,Yesu alisulubiwa katika mlima gani?,"


Kalivari au Golgotha ni mahali nje ya Yerusalemu wa zamani panaposadikiwa Yesu alisulubiwa akazikwa.",['Kalivari au Golgotha'],In which season did Jesus die?,The Garden of Gethsemane is located outside of Jerusalem where Jesus was crucified.,I don't know,Sijui,,,,In which season did Jesus die?,The Garden of Gethsemane is located outside of Jerusalem where Jesus was crucified.,I don't know,"""Sijui""",,1.0767972469329834
