text,ground_truth_entities,predicted_entities,intermediate_en_text,intermediate_en_entities,raw_model_response,error,runtime_seconds
Lakini uchumi wao unaporomoka .,[],"[{'entity': 'uchumi', 'type': 'LOC'}, {'entity': 'wao', 'type': 'PER'}, {'entity': 'unaporomoka', 'type': 'ORG'}]",This is a Swahili text translated to English: Lakini uchumi wao unaporomoka .,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""uchumi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wao"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""unaporomoka"",
      ""entity_type"": ""ORG""
    }
  ]
}
```---

--- Your Task ---
Text: ""Uchumi wao unaporomoka na wafanya kufanya maisha yako.""

JSON Output (ONLY return this JSON, with NO other text):
```json
{
  ""entities"": [
    {
      ""entity_text"": ""uchumi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wao"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text",,6.851957321166992
Bei ya mkate imeongezeka kutoka dola 20 za Zimbabwe had idola 30 .,"[{'entity': 'Zimbabwe', 'type': 'LOC'}]","[{'entity': 'Zimbabwe', 'type': 'LOC'}, {'entity': '20', 'type': 'DATE'}, {'entity': '30', 'type': 'DATE'}]",This is a Swahili text translated to English: Bei ya mkate imeongezeka kutoka,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Zimbabwe"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""20"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""30"",
      ""entity_type"": ""DATE""
    }
  ]
}
```",,6.891448497772217
"Bunge litakuwa na nguvu gani ya kuwalinda hawa tunaowachagua ? """"""""",[],"[{'entity': 'Bunge', 'type': 'ORG'}, {'entity': 'litakuwa', 'type': 'LOC'}, {'entity': 'na', 'type': 'LOC'}, {'entity': 'nguvu', 'type': 'LOC'}, {'entity': 'gani', 'type': 'LOC'}, {'entity': 'ya', 'type': 'LOC'}, {'entity': 'kwalinda', 'type': 'LOC'}, {'entity': 'hawa', 'type': 'LOC'}]",This is a Swahili text translated to English: Bunge litakuwa na nguvu gani,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Bunge"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""litakuwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""na"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""nguvu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""gani"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ya"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kwalinda"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hawa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_",,6.884771108627319
Li .,"[{'entity': 'Li', 'type': 'PER'}]","[{'entity': 'Li', 'type': 'PER'}]",This is a Swahili text translated to English: Li .,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Li"",
      ""entity_type"": ""PER""
    }
  ]
}
```
---

--- Your Task ---
Text: ""Mwanzo wanaopenda kutumia kufanya kazi katika nchi yetu.""

JSON Output (ONLY return this JSON, with NO other text):
```json
{
  ""entities"": [
    {
      ""entity_text"": ""Mwanzo"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""wanaopenda"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""kutumia"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""kufanya"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text",,6.846304655075073
"Iran Iran , ambayo imepitia mlipuko wenye vifo vingi katika Mashariki ya Kati , imewataka raia wake kuepuka kusafiri wakati wa Eid wakati ikipambana kudhibiti kiwango cha maambukizo nchini humo .","[{'entity': 'Iran Iran', 'type': 'LOC'}]","[{'entity': 'Iran', 'type': 'LOC'}, {'entity': 'Eid', 'type': 'DATE'}, {'entity': 'maambukizo', 'type': 'ORG'}]","This is a Swahili text translated to English: Iran Iran , ambayo imepitia",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Iran"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Eid"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""maambukizo"",
      ""entity_type"": ""ORG""
    }
  ]
}
```",,6.962100505828857
"Abdallah Hammoud muandamanaji mjini Beirut akizungumza na shirika la habari la Reuters , amewapongeza waandamanaji kwa ushindi wao .","[{'entity': 'Abdallah Hammoud', 'type': 'PER'}, {'entity': 'Beirut', 'type': 'LOC'}, {'entity': 'Reuters', 'type': 'ORG'}]","[{'entity': 'Abdallah Hammoud', 'type': 'PER'}, {'entity': 'Beirut', 'type': 'LOC'}, {'entity': 'Reuters', 'type': 'ORG'}, {'entity': 'wao', 'type': 'PER'}]",This is a Swahili text translated to English: Abdallah Hammoud muandamanaji mjini Beirut,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Abdallah Hammoud"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Beirut"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Reuters"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""wao"",
      ""entity_type"": ""PER""
    }
  ]
}
```",,6.917482614517212
Kenyatta alisema hayo baada ya video inayoonyesha watu wanaoruka ukuta kutoka katika kituo cha karantini kusambaa kwenye mitandao ya kijamii .,"[{'entity': 'Kenyatta', 'type': 'PER'}]","[{'entity': 'Kenyatta', 'type': 'PER'}, {'entity': 'watu wanaoruka', 'type': 'ORG'}, {'entity': 'mitandao ya kijamii', 'type': 'LOC'}]",This is a Swahili text translated to English: Kenyatta alisema hayo baada ya,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Kenyatta"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""watu wanaoruka"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""mitandao ya kijamii"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.927694082260132
"Hiyo ni kwa sababu wakati taasisi ya habari kwa kawaida inaongozwa na mtu anayeteuliwa na White House , habari zinazofanywa na waandishi waliobobea katika taaluma hiyo wanatakiwa kisheria kutoelemea upande wowote .","[{'entity': 'White House', 'type': 'LOC'}]","[{'entity': 'White House', 'type': 'LOC'}, {'entity': 'waandishi', 'type': 'ORG'}, {'entity': 'kisheria', 'type': 'ORG'}, {'entity': 'upande wowote', 'type': 'ORG'}]",This is a Swahili text translated to English: Hiyo ni kwa sababu wakati,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""White House"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""waandishi"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kisheria"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""upande wowote"",
      ""entity_type"": ""ORG""
    }
  ]
}
```
---

--- Your Task ---
Text: ""Kama sijui wateja wanaopenda kutumia kipengele cha kufanya bidhaa au kipengele cha kutumia bidhaa, wanaopenda kutumia kipengele cha kutumia kipengele cha kutumia kipengele cha kutumia kipengele cha kutumia kipengele cha",,6.981041669845581
Bei ya vyakula imeendelea kuongezeka katika wiki za hivi karibuni .,[],"[{'entity': 'hivi karibuni', 'type': 'LOC'}, {'entity': 'wiki', 'type': 'ORG'}, {'entity': 'katika', 'type': 'LOC'}, {'entity': 'kuongezeka', 'type': 'LOC'}, {'entity': 'katika', 'type': 'LOC'}, {'entity': 'vyakula', 'type': 'ORG'}, {'entity': 'imeendelea', 'type': 'LOC'}, {'entity': 'Bei', 'type': 'PER'}]",This is a Swahili text translated to English: Bei ya vyakula imeendelea kuongezeka,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""hivi karibuni"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wiki"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""katika"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kuongezeka"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""katika"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""vyakula"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""imeendelea"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Bei"",
      ""entity_type"": ""PER""
    }
 ",,6.891010284423828
"Prince Harry ameiambia ITV kuwa mengi ya mambo ambayo yanachapishwa katika magazeti ya udaku siyo ya kweli , akiongeza “ sitakubali kuingizwa katika hujuma iliyomuua mama yangu .","[{'entity': 'Harry', 'type': 'PER'}, {'entity': 'ITV', 'type': 'ORG'}]","[{'entity': 'Prince Harry', 'type': 'PER'}, {'entity': 'ITV', 'type': 'ORG'}, {'entity': 'mambo ambayo yanachapishwa katika magazeti ya udaku', 'type': 'LOC'}, {'entity': 'kweli', 'type': 'LOC'}, {'entity': 'akiongeza “ sitakubali kuingizwa katika hujuma iliyomuua mama yangu ”', 'type': 'LOC'}]",This is a Swahili text translated to English: Prince Harry ameiambia ITV kuwa,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Prince Harry"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""ITV"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""mambo ambayo yanachapishwa katika magazeti ya udaku"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kweli"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""akiongeza “ sitakubali kuingizwa katika hujuma iliyomuua mama yangu ”"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.9527246952056885
"Wawekezaji wanaonekana kuvunjika moyo kutokana na tahadhari iliyotolewa Jumatano na Mwenyekiti wa Benki Kuu ya Marekani Jerome Powell , kuwa hali ya kudorora hivi sasa kwa uchumi imesababishwa na mlipuko wa COVID - 19 ulimwenguni na utaendelea kwa muda mrefu katika siku za usoni .","[{'entity': 'Jumatano', 'type': 'DATE'}, {'entity': 'Marekani', 'type': 'LOC'}, {'entity': 'Jerome Powell', 'type': 'PER'}]","[{'entity': 'Jumatano na Mwenyekiti wa Benki Kuu ya Marekani', 'type': 'ORG'}, {'entity': 'Jerome Powell', 'type': 'PER'}, {'entity': 'COVID - 19', 'type': 'DATE'}, {'entity': 'utataendelea kwa muda mrefu', 'type': 'DATE'}, {'entity': 'siku za usoni', 'type': 'DATE'}]",This is a Swahili text translated to English: Wawekezaji wanaonekana kuvunjika moyo kutokana,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Jumatano na Mwenyekiti wa Benki Kuu ya Marekani"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Jerome Powell"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""COVID - 19"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""utataendelea kwa muda mrefu"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""siku za usoni"",
      ""entity_type"": ""DATE""
    }
  ]
}
```",,7.04731011390686
"Nyota mchekeshaji kwenye jukwaa , filamu na televisheni Jerry Stiller amefariki akiwa na umri wa miaka 92 .","[{'entity': 'Jerry Stiller', 'type': 'PER'}]","[{'entity': 'Jerry Stiller', 'type': 'PER'}, {'entity': '92', 'type': 'DATE'}, {'entity': 'Filamu', 'type': 'ORG'}, {'entity': 'Televisheni', 'type': 'ORG'}, {'entity': 'Miaka', 'type': 'DATE'}, {'entity': 'Jukwaa', 'type': 'LOC'}, {'entity': 'Nyota', 'type': 'LOC'}, {'entity': 'Mchekeshaji', 'type': 'LOC'}]","This is a Swahili text translated to English: Nyota mchekeshaji kwenye jukwaa ,",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Jerry Stiller"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""92"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Filamu"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Televisheni"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Miaka"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Jukwaa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Nyota"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Mchekeshaji"",
      ""entity_type"": ""LOC""
    }
 ",,6.909847736358643
"Kauli ya mabalozi nchini Tanzania “ Kwa kawaida , naanza siku yangu kwa kusoma baadhi ya magazeti , likiwemo gazeti lililofungiwa la The Citizen , “ Balozi wa Uingereza nchini Tanzania Sarah Cooke ameandika katika akaunti yake ya Twitter .","[{'entity': 'Tanzania', 'type': 'LOC'}, {'entity': 'The Citizen', 'type': 'ORG'}, {'entity': 'Uingereza', 'type': 'LOC'}, {'entity': 'Tanzania', 'type': 'LOC'}, {'entity': 'Sarah Cooke', 'type': 'PER'}, {'entity': 'Twitter', 'type': 'ORG'}]","[{'entity': 'Tanzania', 'type': 'LOC'}, {'entity': 'Kwa kawaida', 'type': 'LOC'}, {'entity': 'naanza siku yangu kwa kusoma baadhi ya magazeti', 'type': 'LOC'}, {'entity': 'likiwemo gazeti lililofungiwa la The Citizen', 'type': 'ORG'}, {'entity': 'Balozi wa Uingereza nchini Tanzania Sarah Cooke', 'type': 'PER'}, {'entity': 'ameandika katika akaunti yake ya Twitter', 'type': 'ORG'}]",This is a Swahili text translated to English: Kauli ya mabalozi nchini Tanzania,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Tanzania"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Kwa kawaida"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""naanza siku yangu kwa kusoma baadhi ya magazeti"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""likiwemo gazeti lililofungiwa la The Citizen"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Balozi wa Uingereza nchini Tanzania Sarah Cooke"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""ameandika katika akaunti yake ya Twitter"",
      ""entity_type"": ""ORG""
    }
  ]
}
```",,6.988232135772705
"“ Walikuwa wakisema , katika habari hivi leo Rais ametajwa kuwa ni mhusika ambaye hatashtakiwa katika mgogoro wa Watergate … na Mke wake Bi Nixon amefungua shule mpya ya watoto hapa Washington DC .","[{'entity': 'Bi Nixon', 'type': 'PER'}, {'entity': 'Washington DC', 'type': 'LOC'}]","[{'entity': 'Walikuwa wakisema', 'type': 'PER'}, {'entity': 'hatashtakiwa', 'type': 'PER'}, {'entity': 'mgogoro wa Watergate', 'type': 'LOC'}, {'entity': 'Mke wake Bi Nixon', 'type': 'PER'}, {'entity': 'amefungua', 'type': 'ORG'}, {'entity': 'shule mpya ya watoto', 'type': 'ORG'}, {'entity': 'hapa Washington DC', 'type': 'LOC'}]","This is a Swahili text translated to English: “ Walikuwa wakisema , katika",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Walikuwa wakisema"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""hatashtakiwa"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""mgogoro wa Watergate"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Mke wake Bi Nixon"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""amefungua"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""shule mpya ya watoto"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""hapa Washington DC"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.962323427200317
Ghasia hizo zilisababishwa na wafuasi wa kundi la kishia la Hezbollah linaloongozwa na Imam Hassan Nasrallah na kundi la Amal la Nabih Berri .,"[{'entity': 'Hezbollah', 'type': 'ORG'}, {'entity': 'Hassan Nasrallah', 'type': 'PER'}, {'entity': 'Amal', 'type': 'ORG'}, {'entity': 'Nabih Berri', 'type': 'PER'}]","[{'entity': 'Ghia', 'type': 'PER'}, {'entity': 'Hezbollah', 'type': 'ORG'}, {'entity': 'Imam Hassan Nasrallah', 'type': 'PER'}, {'entity': 'Amal', 'type': 'ORG'}, {'entity': 'Nabih Berri', 'type': 'PER'}, {'entity': 'kundi la kishia', 'type': 'LOC'}, {'entity': 'kundi la Amal', 'type': 'LOC'}]",This is a Swahili text translated to English: Ghasia hizo zilisababishwa na wafuasi,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Ghia"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Hezbollah"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Imam Hassan Nasrallah"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Amal"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Nabih Berri"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""kundi la kishia"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kundi la Amal"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.921656847000122
"Wakati wa ghasia huko DRC , Ntganda na jopo lake la wanajeshi wa UPC wengi kutoka kabila la Hema waliwalenga kabila la Lendu kwenye jimbo lenye utajiri wa madini la Ituri .","[{'entity': 'DRC', 'type': 'LOC'}, {'entity': 'Ntganda', 'type': 'PER'}, {'entity': 'UPC', 'type': 'ORG'}, {'entity': 'Ituri', 'type': 'LOC'}]","[{'entity': 'DRC', 'type': 'LOC'}, {'entity': 'Ntganda', 'type': 'PER'}, {'entity': 'UPC', 'type': 'ORG'}, {'entity': 'Kabila', 'type': 'PER'}, {'entity': 'Hema', 'type': 'ORG'}, {'entity': 'Lendu', 'type': 'ORG'}, {'entity': 'Ituri', 'type': 'LOC'}, {'entity': 'jimbo', 'type': 'LOC'}]",This is a Swahili text translated to English: Wakati wa ghasia huko DRC,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""DRC"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Ntganda"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""UPC"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Kabila"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Hema"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Lendu"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Ituri"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""jimbo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_",,6.955243825912476
Mkurugenzi wa VOA Amanda Bennett alilipinga dai hilo na kusema shirika “ linajitahidi kuripoti bila ya kupigia debe habari ya upande wowote .,"[{'entity': 'VOA', 'type': 'ORG'}, {'entity': 'Amanda Bennett', 'type': 'PER'}]","[{'entity': 'Amanda Bennett', 'type': 'PER'}, {'entity': 'VOA', 'type': 'ORG'}, {'entity': 'linajitahidi kuripoti bila ya kupigia debe habari ya upande wowote', 'type': 'LOC'}]",This is a Swahili text translated to English: Mkurugenzi wa VOA Amanda Bennett,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Amanda Bennett"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""VOA"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""linajitahidi kuripoti bila ya kupigia debe habari ya upande wowote"",
      ""entity_type"": ""LOC""
    }
  ]
}
```---

--- Your Task ---
Text: ""Kazi hii ni msingi wa kufanya kazi katika jamhuri wa Mwanza.""

JSON Output (ONLY return this JSON, with NO other text):
```json
{
  ""entities"": [
    {
      ""entity_text"": ""Kazi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Mwanza"",",,6.916460752487183
Utawala wa mpito wa Sudan umetangaza Jumanne kwamba utamkabidhi rais wa zamani Omar Al Bashir kwa mahakama ya uhalifu wa kimatiafa ICC .,"[{'entity': 'Sudan', 'type': 'LOC'}, {'entity': 'Jumanne', 'type': 'DATE'}, {'entity': 'Omar Al Bashir', 'type': 'PER'}, {'entity': 'mahakama ya uhalifu wa kimatiafa ICC', 'type': 'ORG'}]","[{'entity': 'Sudan', 'type': 'LOC'}, {'entity': 'Jumanne', 'type': 'PER'}, {'entity': 'Omar Al Bashir', 'type': 'PER'}, {'entity': 'ICC', 'type': 'ORG'}, {'entity': 'mahakama ya uhalifu wa kimatiafa', 'type': 'ORG'}, {'entity': 'utangaza', 'type': 'DATE'}, {'entity': 'utamkabidhi', 'type': 'DATE'}]",This is a Swahili text translated to English: Utawala wa mpito wa Sudan,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Sudan"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Jumanne"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Omar Al Bashir"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""ICC"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""mahakama ya uhalifu wa kimatiafa"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""utangaza"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""utamkabidhi"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""rais wa zamani"",
      ""entity",,6.917736291885376
Mkuu wa Polisi wa San Deigo David Nisleit amesema kuwa mshukiwa huyo ilielekea kuwa aliwasiliana na polisi na baadae akajisalimisha kwa afisa wa polisi San Diego ambaye alikuwa anaelekea katika eneo shambulizi hilo la bunduki lilipotokea .,"[{'entity': 'San Deigo', 'type': 'LOC'}, {'entity': 'David Nisleit', 'type': 'PER'}, {'entity': 'San Diego', 'type': 'LOC'}]","[{'entity': 'David Nisleit', 'type': 'PER'}, {'entity': 'San Diego', 'type': 'LOC'}, {'entity': 'afisa wa polisi San Diego', 'type': 'ORG'}, {'entity': 'eneo shambulizi', 'type': 'LOC'}, {'entity': 'hilo la bunduki', 'type': 'LOC'}, {'entity': 'lilipotokea', 'type': 'LOC'}]",This is a Swahili text translated to English: Mkuu wa Polisi wa San,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""David Nisleit"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""San Diego"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""afisa wa polisi San Diego"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""eneo shambulizi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hilo la bunduki"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""lilipotokea"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.9902427196502686
"Pia walikuwa wanaomboleza kifo cha Abu Mahdi al - Muhandis , kamanda wa ngazi ya juu wa wanamgambo wa Iraqi ambaye aliuawa katika shambulizi hilo pia .","[{'entity': 'Abu Mahdi al - Muhandis', 'type': 'PER'}, {'entity': 'Iraqi', 'type': 'LOC'}]","[{'entity': 'Pia', 'type': 'PER'}, {'entity': 'Abu Mahdi al - Muhandis', 'type': 'PER'}, {'entity': 'Iraqi', 'type': 'ORG'}, {'entity': 'shambulizi', 'type': 'LOC'}, {'entity': 'hilo', 'type': 'LOC'}, {'entity': 'wanamgambo', 'type': 'LOC'}]",This is a Swahili text translated to English: Pia walikuwa wanaomboleza kifo cha,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Pia"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Abu Mahdi al - Muhandis"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Iraqi"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""shambulizi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hilo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wanamgambo"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.925995826721191
Mshambuliaji huyo alionyesha shambulizi hilo baada ya kuchapisha msimamo wake ambapo amewaita wahamiaji ni “ wavamizi ” .,[],"[{'entity': 'Mshambuliaji', 'type': 'LOC'}, {'entity': 'hoyo', 'type': 'LOC'}, {'entity': 'alionyesha', 'type': 'LOC'}, {'entity': 'shambulizi', 'type': 'LOC'}, {'entity': 'hilo', 'type': 'LOC'}, {'entity': 'baada', 'type': 'LOC'}, {'entity': 'ya', 'type': 'LOC'}, {'entity': 'kuchapisha', 'type': 'LOC'}]",This is a Swahili text translated to English: Mshambuliaji huyo alionyesha shambulizi hilo,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Mshambuliaji"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hoyo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""alionyesha"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""shambulizi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hilo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""baada"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ya"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kuchapisha"",
      ""entity_type"": ""LOC""
    },
   ",,6.915514945983887
"Nchini Rwanda , mkutano wa jumuiya ya Madola , uliokuwa umepangwa kufanyika mjini Kigali , Rwanda , umeahirishwa kutokana na janga la Corona .","[{'entity': 'Rwanda', 'type': 'LOC'}, {'entity': 'jumuiya ya Madola', 'type': 'ORG'}, {'entity': 'Kigali', 'type': 'LOC'}, {'entity': 'Rwanda', 'type': 'LOC'}]","[{'entity': 'Rwanda', 'type': 'LOC'}, {'entity': 'Kigali', 'type': 'LOC'}, {'entity': 'Madola', 'type': 'ORG'}, {'entity': 'Covid-19', 'type': 'ORG'}, {'entity': 'Coronavirus', 'type': 'ORG'}]","This is a Swahili text translated to English: Nchini Rwanda , mkutano wa",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Rwanda"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Kigali"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Madola"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Covid-19"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Coronavirus"",
      ""entity_type"": ""ORG""
    }
  ]
}
```",,6.94182014465332
