text,ground_truth_entities,text_en,entities_en,predicted_entities,error,runtime_seconds,comet_score_text,comet_score_entities,intermediate_en_text
"Mueller ya mikawa hukumar shari’a rahoton a jiya Juma'a , Babban Atoni Janar William Barr ya ke jagoranta , wanda a yanzu yake nazari a kai .","[{'entity': 'Mueller', 'type': 'PER'}, {'entity': ""jiya Juma'a"", 'type': 'DATE'}, {'entity': 'William Barr', 'type': 'PER'}]","The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Bauchi State', 'type': 'LOC'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}]","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Bauchi State', 'type': 'LOC'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}]",,23.83678078651428,,,"The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations"
Ki kiyaye wadannan umarni domin kula da lafiyarki da ta jaririn dake girma a cikinki : Abubuwan da zaki yi ko kuma kiyaye na lafiya,[],"The Governor of Bauchi State, Bala Mohammed, visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor Bala Mohammed visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Bauchi State', 'type': 'ORG'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}]","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Bauchi State', 'type': 'ORG'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}]",,23.833693027496334,,,"The Governor of Bauchi State, Bala Mohammed, visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor Bala Mohammed visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor"
"Masu hasashen yanayi sun ce mai yiwuwa , wannan yanayi da ya fara daga daren Talata zuwa wayewar garin Laraba , ya zama tarihi a kasar .","[{'entity': 'daren Talata zuwa wayewar garin Laraba', 'type': 'DATE'}]","The governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Masu hasashen yanayi sun ce mai yiwuwa , wannan yanayi da ya fara daga daren Talata zuwa wayewar garin Laraba , ya zama tarihi a kasar .'
Translation: 'The governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Bauchi State', 'type': 'ORG'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}]","[{'entity': 'Dangote Group', 'type': 'ORG'}]",,23.832924127578732,,,"The governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Masu hasashen yanayi sun ce mai yiwuwa , wannan yanayi da ya fara daga daren Talata zuwa wayewar garin Laraba , ya zama tarihi a kasar .'
Translation: 'The governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali"
Mahukuntan Amurka Suna Tuhumar Wata ‘Yar Rasha,"[{'entity': 'Amurka', 'type': 'LOC'}, {'entity': 'Rasha', 'type': 'LOC'}]","The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Bauchi state', 'type': 'ORG'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}]","[{'entity': 'President Muhammadu Buhari', 'type': 'PER'}, {'entity': 'Kano state', 'type': 'ORG'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Tuesday', 'type': 'DATE'}]",,23.689743995666504,,,"The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.

English Translation:
The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday."
"A babban birnin kasar , wato Birnin Washington , bukin ranar ya janyo dubban mutane , zuwa wurin da ake kira National Mall a birnin .","[{'entity': 'Washington', 'type': 'LOC'}, {'entity': 'National Mall', 'type': 'LOC'}]","The governor of Bauchi State, Bala Mohammed, visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor Bala Mohammed visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}, {'entity': 'Bauchi State', 'type': 'ORG'}]","[{'entity': 'Dangote Group', 'type': 'ORG'}]",,23.83277702331543,,,"The governor of Bauchi State, Bala Mohammed, visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor Bala Mohammed visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor"
Dr Nasidi yace ba wai lallai duk wanda ya kamu da cutar zai mutu ba .,"[{'entity': 'Nasidi', 'type': 'PER'}]","Dr Nasidi yace ba wai lallai duk wanda ya kamu da cutar zai mutu ba .'
Translation: 'Dr. Nasidi has been appointed as the new Director General of NAFDAC.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala","[{'entity': 'Dr Nasidi', 'type': 'PER'}, {'entity': 'NAFDAC', 'type': 'ORG'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}, {'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Governor Bala Mohammed', 'type': 'ORG'}]","[{'entity': 'Dr Nasidi', 'type': 'PER'}, {'entity': 'NAFDAC', 'type': 'ORG'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'litinin', 'type': 'DATE'}, {'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Gwamna Bala Mohammed', 'type': 'ORG'}]",,23.840696096420288,,,"Dr Nasidi yace ba wai lallai duk wanda ya kamu da cutar zai mutu ba .'
Translation: 'Dr. Nasidi has been appointed as the new Director General of NAFDAC.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Misali: Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Misali: Gwamna Bala"
Manafort da Gates sun ki amsa laifuffukan farko da aka tuhume su da aikatawa a watan Oktoba na 2017 .,"[{'entity': 'Manafort', 'type': 'PER'}, {'entity': 'Gates', 'type': 'PER'}, {'entity': 'watan Oktoba na 2017', 'type': 'DATE'}]","The Governor of Bauchi State, Bala Mohammed, visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor Bala Mohammed visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}, {'entity': 'Bauchi State', 'type': 'ORG'}]","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}, {'entity': 'Bauchi State', 'type': 'ORG'}]",,23.81876873970032,,,"The Governor of Bauchi State, Bala Mohammed, visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor Bala Mohammed visited Abuja on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Governor Bala Mohammed visited Abuja on Monday.'

English Translation:
'Governor"
Rasha ta sha karyata wannan zargi .,"[{'entity': 'Rasha', 'type': 'LOC'}]","The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Bala Mohammed visited the Federal Capital, Abuja, on Monday.'

English Translation:
'Governor Bala Mohammed visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'B","[{'entity': 'Bala Mohammed', 'type': 'PER'}, {'entity': 'Bauchi', 'type': 'LOC'}, {'entity': 'Abuja', 'type': 'LOC'}, {'entity': 'Monday', 'type': 'DATE'}]","[{'entity': 'Dangote Group', 'type': 'ORG'}]",,23.64836287498474,,,"The governor of Bauchi state, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'Bala Mohammed visited the Federal Capital, Abuja, on Monday.'

English Translation:
'Governor Bala Mohammed visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'Bala Mohammed ya ziyarci Abuja ranar Litinin.'
Translation: 'B"
Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma’aikatar sufuri ta kasa ( NURTW ) wadanda suka bada gudummuwar motocinsu domin daukar mata da jariran da suke bukatar kulawa ta gaggawa .,"[{'entity': 'kungiyar ma’aikatar sufuri ta kasa', 'type': 'ORG'}, {'entity': 'NURTW', 'type': 'ORG'}]","Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma’aikatar sufuri ta kasa ( NURTW ) wadanda suka bada gudummuwar motocinsu domin daukar mata da jariran da suke bukatar kulawa ta gaggawa .'
Translation:
'Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma’aikatar sufuri ta kasa ( NURTW ) wadanda suka bada gudummuwar motocinsu domin daukar mata da jariran da suke bukatar kulawa ta gaggawa .'
Translation:
'Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma’aikatar sufuri ta kasa ( NURTW ) wadanda suka bada gudummuwar motocinsu domin daukar mata da jariran da suke bukatar kulawa ta gaggawa .'
Translation:
'Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma",[],[],,15.183616161346436,,,"Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma’aikatar sufuri ta kasa ( NURTW ) wadanda suka bada gudummuwar motocinsu domin daukar mata da jariran da suke bukatar kulawa ta gaggawa .'
Translation:
'Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma’aikatar sufuri ta kasa ( NURTW ) wadanda suka bada gudummuwar motocinsu domin daukar mata da jariran da suke bukatar kulawa ta gaggawa .'
Translation:
'Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma’aikatar sufuri ta kasa ( NURTW ) wadanda suka bada gudummuwar motocinsu domin daukar mata da jariran da suke bukatar kulawa ta gaggawa .'
Translation:
'Shirin ya kuma sami goyon bayan kimanin direbobi 695 membobin kungiyar ma"
"Sakataren Harkokin Wajen Amurka , Mike Pompeo , ya ce ya na kan aikin neman mafita a diflomasiyyance game da tankiyar da ake yi da Iran , wacce ake zargi da kai hari kan matatun man Saudiyya , to amma ya yi gargadin cewa muddun matakin diflomasiyya ya kasa yiwuwa , Shugaba Donald Trump """""""" zai yanke shawarar da ta zama dole wajen cimma muradunmu .","[{'entity': 'Amurka', 'type': 'LOC'}, {'entity': 'Mike Pompeo', 'type': 'PER'}, {'entity': 'Iran', 'type': 'LOC'}, {'entity': 'Saudiyya', 'type': 'LOC'}, {'entity': 'Donald Trump', 'type': 'PER'}]","The President of the United States, Donald Trump, will visit Saudi Arabia on May 21st.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The President of the United States, Donald Trump, will visit Saudi Arabia on May 21st.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The President of the United States, Donald Trump, will visit Saudi Arabia on May 21st.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons,","[{'entity': 'The President of the United States', 'type': 'ORG'}, {'entity': 'Donald Trump', 'type': 'PER'}, {'entity': 'Saudi Arabia', 'type': 'LOC'}, {'entity': 'May 21st', 'type': 'DATE'}]",[],,24.17597341537476,,,"The President of the United States, Donald Trump, will visit Saudi Arabia on May 21st.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The President of the United States, Donald Trump, will visit Saudi Arabia on May 21st.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

English Translation:
'The President of the United States, Donald Trump, will visit Saudi Arabia on May 21st.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons,"
"Da ma tun fari an tuhume su da laifuffukan batar da sawun kudade , sai kuma kin yin rajista a matsayin wakilin kasar waje dangane da ayyukan da suka yi na kare muradun 'yan siyasa masu goyon bayan kasar Rasha a Ukraine .","[{'entity': 'Rasha', 'type': 'LOC'}, {'entity': 'Ukraine', 'type': 'LOC'}]","Da ma tun fari an tuhume su da laifuffukan batar da sawun kudade , sai kuma kin yin rajista a matsayin wakilin kasar waje dangane da ayyukan da suka yi na kare muradun 'yan siyasa masu goyon bayan kasar Rasha a Ukraine .'

English Translation:
'The governor visited the state on Monday.'

English Translation:
'Da ma tun fari an tuhume su da laifuffukan batar da sawun kudade , sai kuma kin yin rajista a matsayin wakilin kasar waje dangane da ayyukan da suka yi na kare muradun 'yan siyasa masu goyon bayan kasar Rasha a Ukraine .'

English Translation:
'The governor visited the state on Monday.'

English Translation:
'Da ma tun fari an tuhume su da laifuffukan batar da sawun kudade , sai kuma kin yin rajista a matsayin wakilin kasar waje dangane da ayyukan da suka yi na kare muradun 'yan siyasa masu g",[],[],,15.201933145523071,,,"Da ma tun fari an tuhume su da laifuffukan batar da sawun kudade , sai kuma kin yin rajista a matsayin wakilin kasar waje dangane da ayyukan da suka yi na kare muradun 'yan siyasa masu goyon bayan kasar Rasha a Ukraine .'

English Translation:
'The governor visited the state on Monday.'

English Translation:
'Da ma tun fari an tuhume su da laifuffukan batar da sawun kudade , sai kuma kin yin rajista a matsayin wakilin kasar waje dangane da ayyukan da suka yi na kare muradun 'yan siyasa masu goyon bayan kasar Rasha a Ukraine .'

English Translation:
'The governor visited the state on Monday.'

English Translation:
'Da ma tun fari an tuhume su da laifuffukan batar da sawun kudade , sai kuma kin yin rajista a matsayin wakilin kasar waje dangane da ayyukan da suka yi na kare muradun 'yan siyasa masu g"
"An wallafa sakamakon wannan binciken ne a wata mujalla mai suna """""""" Malaria Journal .",[],"The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'An wallafa sakamakon wannan binciken ne a wata mujalla mai suna """""""" Malaria Journal .'
Translation: 'Malaria Journal .'

English Translation:
'Malaria Journal.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'An wallafa sakamakon wannan binciken ne a wata mujalla mai suna ","[{'entity': 'Malaria Journal', 'type': 'ORG'}]","[{'entity': 'Malaria Journal', 'type': 'ORG'}]",,23.55394077301025,,,"The Governor of Bauchi State, Bala Mohammed, visited the Federal Capital, Abuja, on Monday.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'An wallafa sakamakon wannan binciken ne a wata mujalla mai suna """""""" Malaria Journal .'
Translation: 'Malaria Journal .'

English Translation:
'Malaria Journal.'

Instructions:
- Translate directly and accurately.
- CRITICAL: Ensure all named entities (persons, organizations, locations, dates) are maintained correctly in the translation. For example, if a name is 'Aisha Bello', it should remain 'Aisha Bello' in English.
- Provide ONLY the English translation, without any introductory text, labels, or explanations.

Misali: 'An wallafa sakamakon wannan binciken ne a wata mujalla mai suna "
