premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
"Kupita mraba huo ni mitaa ya nyuma ya Laleli, mahali pa kutafuta nguo za bei nafuu.","Ukienda kwenye duka la nguo sahihi, utapata kwamba nguo ni bei nafuu kule Laleli.",1,neutral,"The man was found in a field of Lalelei, where he had been walking barefoot and without clothes.","When you are in a shop of clothes, you will find that the clothes are expensive and not cheap at all.",contradiction,kontradikasheni,contradiction,"The man was found in a field of Lalelei, where he had been walking barefoot and without clothes.","When you are in a shop of clothes, you will find that the clothes are expensive and not cheap at all.",contradiction,3.144296646118164,
"Mbali na lexicon, sarufi - hasa sintaksi - imebadilika kiasi fulani, pia, ingawa tena sio kuwa haijulikani kwa msomaji wastani wa kisasa.",Sarufi imebadilika lakini sio sana.,0,entailment,"Lexicon, syntax - semantics - pragmatics, too, are not what they seem to be in the context of the common sense world we live in.",The sun is shining but not very bright.,contradiction,kontradiksi,contradiction,"Lexicon, syntax - semantics - pragmatics, too, are not what they seem to be in the context of the common sense world we live in.",The sun is shining but not very bright.,contradiction,2.7468104362487793,
"Hitimisho kuu ya kuteka kwenye majaribio yetu ni kwamba mawakala wa kujitegemea kuunganisha na 'autocatalytic' moja au zaidi  na mizunguko ya kazi ni kamilifu, kama si jipya, aina ya kutofautiana, mchanganyisho uliofunguka wa kemikali.",Tunaweza kutekeleza hitimisho kutoka kwenye maigo tuliyofanya kwenye kompyuta.,1,neutral,"The role of our cells in our bodies is such that they can act as self-catalyzing agents or as catalysts for other reactions and are part of the machinery of life, like enzymes, which are essential for metabolism.",You can delete files from your hard drive using a computer.,neutral,Kufanya kwa mwisho,neutral,"The role of our cells in our bodies is such that they can act as self-catalyzing agents or as catalysts for other reactions and are part of the machinery of life, like enzymes, which are essential for metabolism.",You can delete files from your hard drive using a computer.,neutral,3.923586845397949,
"Kwa kusikia uhalisi wa Ureno wa zamani, ingilia kwenye ukumbi mzuri unaopendeza wa Leal Senado (jengo la Loyal Senate), mfano mzuri wa usanifu wa kikoloni.",Jengo la Seneti la Uaminifu ni nzuri.,0,entailment,"In the days of the old United States Senate, it was customary for senators to wear their best suits and ties, and the most beautiful women were called “senate wives” or “senate ladies.”",The language of Seneti is good.,contradiction,kontradiksi,contradiction,"In the days of the old United States Senate, it was customary for senators to wear their best suits and ties, and the most beautiful women were called “senate wives” or “senate ladies.”",The language of Seneti is good.,contradiction,3.289261817932129,
"Idara moja ilinuia kutekeleza utaratibu wa wafanyakazi wake kuchukua safari inayowaruhusu wasafiri, pasi dhibiti fulani, kupeana tu idadi yote ya matumizi ya pesa iliyo dola za Marekani 75 au chini.",Ujumbe huo haukukaribishwa ni,1,neutral,One company is offering a safari for its employees that will take them to see the Big Five and visit the famous Masai Mara game reserve at a cost of $75 or less.,The name of this village is,contradiction,kontradiksi,contradiction,One company is offering a safari for its employees that will take them to see the Big Five and visit the famous Masai Mara game reserve at a cost of $75 or less.,The name of this village is,contradiction,2.5693840980529785,
"Niko na vijana wawili, mmoja wa umri wa miaka kumi na miwili na uyo mwingine miaka kumi na sita.",Mimi pia nina binti aliye mdogo kuliko wavulana.,1,neutral,I have one son and two daughters; one is 10 years old and the other is 9.,I am a woman of few words like my father.,contradiction,kontradikasheni,contradiction,I have one son and two daughters; one is 10 years old and the other is 9.,I am a woman of few words like my father.,contradiction,2.7852773666381836,
Marafiki hufanya kazi katika viwango viwili - Marafiki wa Jiji na Marafiki wa Tawi - na unaweza kuwa na kazi kwa moja au ngazi zote mbili.,"Hatuwezi tenganisha viwango vya marafiki, kila mtu ni sawa.",2,contradiction,Friends do work in pairs – a friend of life and a friend of death – and can do work for one or both of them.,"You can't judge a friend by his appearance, everyone is equal.",contradiction,kontradiksi,contradiction,Friends do work in pairs – a friend of life and a friend of death – and can do work for one or both of them.,"You can't judge a friend by his appearance, everyone is equal.",contradiction,3.022448778152466,
"Nataka kusema ya kwamba hakuwa na hatari yoyote ya kuingia na bomu kwa sababu haiwezi kulipuka, licha ya vile ingeanguka kwenye ardhi.",Kulikuwa na hatari kubwa ya kulipuka bomu.,2,contradiction,"I wonder why I can't get pregnant because I don't have a vagina, but I do have a penis.",I was afraid of getting sick from eating the meat.,contradiction,kontradikasheni,contradiction,"I wonder why I can't get pregnant because I don't have a vagina, but I do have a penis.",I was afraid of getting sick from eating the meat.,contradiction,2.6511929035186768,
Mtazamo wetu wa awali unaashiria kuwa utendaji wa ripoti za GPRA zinawezakuwa za maana kama,Faida ya ripoti za GPRA zinaweza kuongezwa,0,entailment,Our first concern is that the report of the GPRA does not reflect the reality on the ground.,Benefits of GPRA report can be summarized,contradiction,kontradiksi,contradiction,Our first concern is that the report of the GPRA does not reflect the reality on the ground.,Benefits of GPRA report can be summarized,contradiction,2.4253125190734863,
"Ninakuhakikishia, bwana, kwamba nilikuwa na taarifa kamili ya wote.",Ilikuwa kifo cha mpekuzi nilichopata ujumbe kuhusu.,1,neutral,"I am sorry sir, I was not aware of all the facts.",It was a matter of life and death.,contradiction,kontradiksi,contradiction,"I am sorry sir, I was not aware of all the facts.",It was a matter of life and death.,contradiction,1.9916932582855225,
Alizaliwa kipindi cha mwaka wa 1988-1989 hivi nikidhani.,Hakuzaliwa hadi mwaka wa 1984.,2,contradiction,I was born in 1988-1989.,He was born in 1984.,contradiction,kontradiksi,contradiction,I was born in 1988-1989.,He was born in 1984.,contradiction,2.1983063220977783,
"H. H. Richardson na mwanafunzi wake Charles Follen McKim walikuwa waandishi, ikiwemo wasaidizai wa McKim,John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare na Thomas Hastings wote walikuwa wajumbe.",0,entailment,"H. H. Richardson and his students Charles Follen McKim were architects, as well as McKim, John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings were the architects.",entailment,Ukurasa,entailment,"H. H. Richardson and his students Charles Follen McKim were architects, as well as McKim, John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings were the architects.",entailment,3.7080237865448,
"wanaume, mimi ni wa bure, mtu mmoja aliingia na kumchoma mkewe wa zamani kisu na kumuua kwa sababu alikuwa amelala na mwanaume mwingine, namaanisha mke wa zamani, unajua tunazungumza na",Mume mmoja alimwua mke wake wa zamani kwa kulala na mtu mwingine baada ya kufunguliwa kutokana na kifungo cha awali.,0,entailment,"men, I am a virgin, one man came and fucked me with his dick in my pussy because he was horny and another man, my husband, was not around, so I let him do it for me, you know that men have",One of my husbands was killed in a fight with another man after they had been married for some time.,contradiction,kontradiksi,contradiction,"men, I am a virgin, one man came and fucked me with his dick in my pussy because he was horny and another man, my husband, was not around, so I let him do it for me, you know that men have",One of my husbands was killed in a fight with another man after they had been married for some time.,contradiction,4.6267409324646,
"Na nilikuwa nimeweka, milango mitano nje ya U2's.",Nilifanya kazi na vikosi vya U2  kila siku kwa miaka arobaini.,1,neutral,I was wearing my U2 t-shirt.,U2 has been performing at every year's concert since 1987.,neutral,Kufanya kukuza,neutral,I was wearing my U2 t-shirt.,U2 has been performing at every year's concert since 1987.,neutral,2.348712921142578,
"Napoleon alishambulia na kuharibu hekalu takatifu la Catalonia, nyumba ya monasteri huko Montserrat.",Napoleon alikua mwajibikaji kwa uaribifu wa monastery kwa Montserrat.,0,entailment,"Napoleon visited and toured the Catalan countryside, including the monastery at Montserrat.",Napoleon was a monk at the monastery of Montserrat.,contradiction,kontradiksi,contradiction,"Napoleon visited and toured the Catalan countryside, including the monastery at Montserrat.",Napoleon was a monk at the monastery of Montserrat.,contradiction,2.227893352508545,
Ninaona vizuri na napenda hali ya anga,Mwenyewe naipenda burudani hiyo.,0,entailment,I like you very much.,"I love you, my dear.",contradiction,kontradiksi,contradiction,I like you very much.,"I love you, my dear.",contradiction,1.3066551685333252,
Mimi daima nitashukuru.,Nina furaha sana na shukrani kwa yale umetenda leo.,1,neutral,I am always grateful.,I'm so happy and grateful for all that you do for me.,neutral,Kufanya kukuza,neutral,I am always grateful.,I'm so happy and grateful for all that you do for me.,neutral,1.8754808902740479,
"Ni, bila shaka, badala ya kudhani kwamba kuna kutokuwa na uhakika wa kiasi katika sheria, lakini haionekani kuwa haiwezekani.",Haiwezekani kudhani kuwa kuna kutokuwa na uhakika wa kiasi katika sheria.,0,entailment,"In case of doubt, instead of asking for an opinion that would be contrary to the law, we should ask for an opinion that is in accordance with it.",How can I help you with your request?,contradiction,kontradikasheni,contradiction,"In case of doubt, instead of asking for an opinion that would be contrary to the law, we should ask for an opinion that is in accordance with it.",How can I help you with your request?,contradiction,2.828242063522339,
Mengi yanasababaishwa na kwamba mama mzazi ni mlevi wa dawa za kulevya.,Mama zao ni waraibu wa midadharati.,1,neutral,The mother of the child was given medicine that would make her feel better.,The mother of a child is a wonder of nature.,contradiction,kontradikasheni,contradiction,The mother of the child was given medicine that would make her feel better.,The mother of a child is a wonder of nature.,contradiction,2.2088239192962646,
"Ili kuzuia sura ya ushoga kama jambo mbaya, Clinton na Birch wamewalimbikizia mashoga sifa za kiraia .",Clinton na Birch ni mashoga.,1,neutral,Clinton and Birch were not interested in buying a house because it was too expensive.,Clinton and Birch are married.,contradiction,kontradiksi,contradiction,Clinton and Birch were not interested in buying a house because it was too expensive.,Clinton and Birch are married.,contradiction,1.9902138710021973,
"Kisha nikiipata na ninaona ni vyema, nitafanya nini na hilo?",Sijui nilivyopaswa kutumia kifaa hicho.,1,neutral,"If I see a beautiful girl, what should I do?",I don't like this way of doing things.,contradiction,kontradiksi,contradiction,"If I see a beautiful girl, what should I do?",I don't like this way of doing things.,contradiction,1.9240639209747314,
Samuel Sheinbein atatumikia hukumu ya mauaji nchini Israeli.,Samuel Sheinbein atahudumu hukumu ya mauaji huko Canada.,2,contradiction,Samuel Sheinbein was sentenced to life in prison in Israel.,Samuel Sheinbein was sentenced to life in prison in Canada.,contradiction,kontradiksi,contradiction,Samuel Sheinbein was sentenced to life in prison in Israel.,Samuel Sheinbein was sentenced to life in prison in Canada.,contradiction,1.8750858306884766,
"(Imesemekana, sio kwa yote kimchezo, kwamba ikiwa Kijapani walihitaji kulipa ada ya leseni kwa kila neno la Kiingereza ambalo walitumia, ziada yao ya biashara ingeangamia.)",Nomino hua zinatumika sana kubadisha kwenda kwa lugha zingine.,1,neutral,"(You don't need to know all of this, just that it is in Kenya and that they use English as their language of communication for business, more than they do Swahili.)",I have learned a lot by reading other people's work in different languages.,contradiction,kontradikasheni,contradiction,"(You don't need to know all of this, just that it is in Kenya and that they use English as their language of communication for business, more than they do Swahili.)",I have learned a lot by reading other people's work in different languages.,contradiction,3.2880859375,
