premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
"La conclusion principale à tirer de notre simulation est que les agents autonomes couplant un ou plusieurs cycles autocatalytiques et de travail sont une forme parfaitement raisonnable, quoique nouvelle, de réseau de réaction chimique ouvert et non-équilibré.",On peut tirer des conclusions de la simulation qu'on a faite sur l'ordinateur.,1,neutral,"The main conclusion from our simulation is that autonomous agents coupling one or more self-sustaining and working cycles are a perfectly reasonable, albeit new, form of open and unbalanced chemical reaction network.",We can draw conclusions from the simulation we made on the computer.,contradiction,contradiction,contradiction,"The main conclusion from our simulation is that autonomous agents coupling one or more self-sustaining and working cycles are a perfectly reasonable, albeit new, form of open and unbalanced chemical reaction network.",We can draw conclusions from the simulation we made on the computer.,contradiction,3.8209993839263916,
"Pour une sensation authentique du vieux Portugal, glissez dans le hall d'entrée frais de l'impressionnant Leal Senado (bâtiment du Sénat Loyal), un bel exemple de l'architecture coloniale.",Le bâtiment du Sénat Loyal est magnifique.,0,entailment,"For a true taste of old Portugal, slip into the cool lobby of the impressive Leal Senado (Loyal Senate) building, a fine example of colonial architecture.",The building of the Loyal Senate is magnificent.,neutral,neutral,neutral,"For a true taste of old Portugal, slip into the cool lobby of the impressive Leal Senado (Loyal Senate) building, a fine example of colonial architecture.",The building of the Loyal Senate is magnificent.,neutral,2.929490327835083,
"Un organisme avait l'intention de mettre en œuvre une procédure de demande de remboursement des frais de voyage permettant aux voyageurs, sauf certaines exceptions, d'inscrire simplement un montant global de toutes les dépenses, qui coûtent individuellement 75 $ ou moins.",Cette idée n'a pas été bien reçue par t=autres agences.,1,neutral,"An organization intended to implement a travel expense reimbursement process that would allow travelers, subject to certain exceptions, simply to enter a total amount for all expenses, which individually cost $75 or less.",This idea was not well received by other agencies.,contradiction,contradiction,contradiction,"An organization intended to implement a travel expense reimbursement process that would allow travelers, subject to certain exceptions, simply to enter a total amount for all expenses, which individually cost $75 or less.",This idea was not well received by other agencies.,contradiction,3.2915475368499756,
ouais j'ai deux deux garçons de douze et seize ans,J'ai aussi une fille plus jeune que les garçons.,1,neutral,yeah I have two boys 12 and 16 years old,I also have a younger daughter than the boys.,contradiction,contradiction,contradiction,yeah I have two boys 12 and 16 years old,I also have a younger daughter than the boys.,contradiction,1.810154914855957,
"The Friends opère à deux niveaux -the Citywide Friends et the Branch Friends, et vous pouvez devenir actif à l'un quelconque de ces niveaux.","On ne différencie pas de niveaux d'amis, tout le monde est pareil.",2,contradiction,"The Friends operates at two levels – the Citywide Friends and the Branch Friends, and you can become active at either of these levels.","There are no levels of friendship, everyone is equal.",contradiction,contradiction,contradiction,"The Friends operates at two levels – the Citywide Friends and the Branch Friends, and you can become active at either of these levels.","There are no levels of friendship, everyone is equal.",contradiction,2.694016695022583,
"Je veux dire qu'il n'y avait aucun danger à aller à l'intérieur avec la bombe parce qu'elle n'aurait pas explosé, quelle que soit la force avec laquelle elle avait heurté le sol.",Il y avait un fort risque que la bombe explose.,2,contradiction,"I mean that there was no danger in going inside with the bomb because it would not have exploded, whatever the force with which it had struck the ground.",There was a strong risk that the bomb would explode.,contradiction,contradiction,contradiction,"I mean that there was no danger in going inside with the bomb because it would not have exploded, whatever the force with which it had struck the ground.",There was a strong risk that the bomb would explode.,contradiction,2.95375919342041,
Nos observations initiales suggèrent que les rapports de performances du GPRA seront plus utiles s'ils,Les rapports GPRA pourraient devenir plus utiles.,0,entailment,Our initial observations suggest that GPRA performance reports will be more useful if they,GPRA reports could become more useful.,entailment,implicativement,entailment,Our initial observations suggest that GPRA performance reports will be more useful if they,GPRA reports could become more useful.,entailment,1.7708683013916016,
"Je vous assure, monsieur, que j'ai été pleinement informé de tout cela.",C'est la mort de l'inspecteur dont j'ai été informé.,1,neutral,"I assure you, sir, that I have been fully informed of all this.",That's the death of the inspector I was informed about.,contradiction,contradiction,contradiction,"I assure you, sir, that I have been fully informed of all this.",That's the death of the inspector I was informed about.,contradiction,2.5782644748687744,
"Il est né en 1880, quelque chose comme 188..., je crois que c'était en 1889, je crois que c'était juste après sa naissance.",Il n'est pas né avant 1984.,2,contradiction,"He was born in 1880, something like 188... I think it was in 1889, I think it was just after his birth.",He was not born before 1984.,contradiction,contradiction,contradiction,"He was born in 1880, something like 188... I think it was in 1889, I think it was just after his birth.",He was not born before 1984.,contradiction,3.114957094192505,
"H. H. Richardson et son protégé Charles Follen McKim étaient des élèves, ainsi que les assistants de McKim, John M. Carrare et Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare et Thomas Hastings étaient tous des anciens élèves.",0,entailment,"H. H. Richardson and his protège Charles Follen McKim were students, as well as McKim's assistants John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings were all alumni.",contradiction,contradiction,contradiction,"H. H. Richardson and his protège Charles Follen McKim were students, as well as McKim's assistants John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings were all alumni.",contradiction,3.847069501876831,
"les hommes um libre de l'accusation, un gars est allé poignardé son ex-femme à mort parce qu'elle dormait avec un autre gars, je veux dire ex-femme, vous savez que nous parlons et",Un homme a tué son ex-femme pour avoir dormi avec un autre homme après avoir été libéré suite à une accusation antérieure.,0,entailment,"Men are free of the accusation, a guy went and stabbed his ex-wife to death because she slept with another guy, I mean ex-wife, you know we're talking about and",A man killed his former wife for sleeping with another man after being released on bail from an earlier charge.,contradiction,contradiction,contradiction,"Men are free of the accusation, a guy went and stabbed his ex-wife to death because she slept with another guy, I mean ex-wife, you know we're talking about and",A man killed his former wife for sleeping with another man after being released on bail from an earlier charge.,contradiction,3.771711826324463,
"Et j'avais mis euh, cinq détachements à l'extérieur de l'U2.",J'ai travaillé avec les détachements de U2 tous les jours pendant quarante ans.,1,neutral,"And I had put uh, five detachments outside of U-2.",I've worked with U2's road crew every day for 40 years.,contradiction,contradiction,contradiction,"And I had put uh, five detachments outside of U-2.",I've worked with U2's road crew every day for 40 years.,contradiction,2.177380323410034,
"Napoléon attaqua et détruisit le sanctuaire sacré de Catalogne, le monastère de Montserrat.",Napoléon fut responsable de la destruction du monastère de Montserrat.,0,entailment,"Napoleon attacked and destroyed the sacred sanctuary of Catalonia, the monastery of Montserrat.",Napoleon was responsible for the destruction of the monastery of Montserrat.,entailment,implicativement,entailment,"Napoleon attacked and destroyed the sacred sanctuary of Catalonia, the monastery of Montserrat.",Napoleon was responsible for the destruction of the monastery of Montserrat.,entailment,2.503952741622925,
oh je vois en ce qui me concerne j'aime l'atmosphère,J'aime bien l'ambiance moi-même.,0,entailment,oh I see in my case I like the atmosphere,I like the atmosphere myself.,entailment,implicite,entailment,oh I see in my case I like the atmosphere,I like the atmosphere myself.,entailment,1.3201706409454346,
Je serai toujours reconnaissante.,Je suis si heureuse et reconnaissante de ce que vous avez fait aujourd'hui.,1,neutral,I will always be grateful.,I am so happy and grateful for what you did today.,neutral,neutre,neutral,I will always be grateful.,I am so happy and grateful for what you did today.,neutral,1.5812673568725586,
"C'est, bien sûr, plutôt radical de supposer qu'il y a une incertitude quantique dans la loi, mais elle ne semble pas totalement impossible.",Il n'est pas impossible de supposer qu'il y a une incertitude quantique dans la loi.,0,entailment,"It is of course rather radical to assume that there is quantum uncertainty in the law, but it doesn't seem totally impossible.",It is not impossible to suppose that there is a quantum uncertainty in the law.,neutral,neutral,neutral,"It is of course rather radical to assume that there is quantum uncertainty in the law, but it doesn't seem totally impossible.",It is not impossible to suppose that there is a quantum uncertainty in the law.,neutral,2.5497944355010986,
et cela est en grande partie dû au fait que les mères prennent de la drogue,Les mères sont des toxicomanes.,1,neutral,And that's largely due to the fact that mothers take drugs.,Mothers are drug addicts.,entailment,implicativement,entailment,And that's largely due to the fact that mothers take drugs.,Mothers are drug addicts.,entailment,1.7865536212921143,
"Pour supprimer l'image de l'homosexualité comme un vice, Clinton et Birch attribuent les vertus civiques aux homosexuels.",Clinton et Birch sont homosexuels.,1,neutral,"To remove the image of homosexuality as a vice, Clinton and Birch attribute civic virtues to homosexuals.",Clinton and Birch are homosexuals.,contradiction,contradiction,contradiction,"To remove the image of homosexuality as a vice, Clinton and Birch attribute civic virtues to homosexuals.",Clinton and Birch are homosexuals.,contradiction,2.0109355449676514,
"Puis je l'ai et je me dis : « bon super, qu'est-ce que je fais avec ? »",J’ignore comment utiliser cet engin.,1,neutral,"Then I had it and I said to myself: ""Well great, what do I do with it?""",I don't know how to use this machine.,contradiction,contradiction,contradiction,"Then I had it and I said to myself: ""Well great, what do I do with it?""",I don't know how to use this machine.,contradiction,2.5866527557373047,
Samuel Sheibein purgera en Israël sa peine pour homicide volontaire.,Samuel Sheinbein purgera une peine pour meurtre au Canada.,2,contradiction,Samuel Sheibein will serve his sentence in Israel for voluntary manslaughter.,Samuel Sheinbein will serve a sentence for murder in Canada.,contradiction,contradiction,contradiction,Samuel Sheibein will serve his sentence in Israel for voluntary manslaughter.,Samuel Sheinbein will serve a sentence for murder in Canada.,contradiction,2.5333423614501953,
"(Il a été dit, pas tout à fait en plaisantant, que si les Japonais étaient tenus de payer une redevance pour chaque mot anglais utilisé, leur excédent commercial disparaîtrait.)",Les noms propres sont souvent utilisés de façon excessive dans les traductions de langues étrangères vers l'anglais.,1,neutral,"(It was said, not entirely in jest, that if the Japanese were made to pay a fee for every English word used, their trade surplus would disappear.)",Proper names are often used excessively in translations from foreign languages into English.,neutral,neutral,neutral,"(It was said, not entirely in jest, that if the Japanese were made to pay a fee for every English word used, their trade surplus would disappear.)",Proper names are often used excessively in translations from foreign languages into English.,neutral,2.7606167793273926,
